  1.0000E-03   1.0000E-02   1.4623E-08   4.9689E-02
  1.5000E-03   1.0000E-02   2.6822E-08   6.0869E-02
  2.0000E-03   1.0000E-02   4.1226E-08   7.0308E-02
  2.5000E-03   1.0000E-02   5.7520E-08   7.8632E-02
  3.0000E-03   1.0000E-02   7.5510E-08   8.6152E-02
  3.5000E-03   1.0000E-02   9.4973E-08   9.3078E-02
  4.0000E-03   1.0000E-02   1.1584E-07   9.9532E-02
  4.5000E-03   1.0000E-02   1.3801E-07   1.0559E-01
  5.0000E-03   1.0000E-02   1.6136E-07   1.1134E-01
  5.5000E-03   1.0000E-02   1.8587E-07   1.1679E-01
  6.0000E-03   1.0000E-02   2.1145E-07   1.2202E-01
  6.5000E-03   1.0000E-02   2.3798E-07   1.2703E-01
  7.0000E-03   1.0000E-02   2.6552E-07   1.3184E-01
  7.5000E-03   1.0000E-02   2.9407E-07   1.3651E-01
  8.0000E-03   1.0000E-02   3.2338E-07   1.4102E-01
  8.5000E-03   1.0000E-02   3.5363E-07   1.4538E-01
  9.0000E-03   1.0000E-02   3.8458E-07   1.4964E-01
  1.0000E-02   1.0000E-02   4.4902E-07   1.5779E-01
  1.5000E-02   1.0000E-02   8.1155E-07   1.9365E-01
  2.0000E-02   1.0000E-02   1.2294E-06   2.2402E-01
  2.5000E-02   1.0000E-02   1.6906E-06   2.5091E-01
  3.0000E-02   1.0000E-02   2.1868E-06   2.7534E-01
  3.5000E-02   1.0000E-02   2.7119E-06   2.9782E-01
  4.0000E-02   1.0000E-02   3.2607E-06   3.1877E-01
  4.5000E-02   1.0000E-02   3.8294E-06   3.3851E-01
  5.0000E-02   1.0000E-02   4.4160E-06   3.5721E-01
  5.5000E-02   1.0000E-02   5.0144E-06   3.7501E-01
  6.0000E-02   1.0000E-02   5.6264E-06   3.9195E-01
  6.5000E-02   1.0000E-02   6.2457E-06   4.0827E-01
  7.0000E-02   1.0000E-02   6.8730E-06   4.2387E-01
  7.5000E-02   1.0000E-02   7.5035E-06   4.3903E-01
  8.0000E-02   1.0000E-02   8.1436E-06   4.5357E-01
  8.5000E-02   1.0000E-02   8.7828E-06   4.6767E-01
  9.0000E-02   1.0000E-02   9.4230E-06   4.8132E-01
  1.0000E-01   1.0000E-02   1.0711E-05   5.0740E-01
  1.5000E-01   1.0000E-02   1.6983E-05   6.1872E-01
  2.0000E-01   1.0000E-02   2.2715E-05   7.0679E-01
  2.5000E-01   1.0000E-02   2.7721E-05   7.7824E-01
  3.0000E-01   1.0000E-02   3.2005E-05   8.3683E-01
  3.5000E-01   1.0000E-02   3.5580E-05   8.8496E-01
  4.0000E-01   1.0000E-02   3.8527E-05   9.2470E-01
  4.5000E-01   1.0000E-02   4.0908E-05   9.5744E-01
  5.0000E-01   1.0000E-02   4.2803E-05   9.8417E-01
  5.5000E-01   1.0000E-02   4.4273E-05   1.0061E+00
  6.0000E-01   1.0000E-02   4.5381E-05   1.0236E+00
  6.5000E-01   1.0000E-02   4.6188E-05   1.0376E+00
  7.0000E-01   1.0000E-02   4.6730E-05   1.0486E+00
  7.5000E-01   1.0000E-02   4.7048E-05   1.0569E+00
  8.0000E-01   1.0000E-02   4.7182E-05   1.0627E+00
  8.5000E-01   1.0000E-02   4.7149E-05   1.0671E+00
  9.0000E-01   1.0000E-02   4.6996E-05   1.0695E+00
  1.0000E+00   1.0000E-02   4.6367E-05   1.0706E+00
  1.5000E+00   1.0000E-02   4.0304E-05   1.0300E+00
  2.0000E+00   1.0000E-02   3.3602E-05   9.6358E-01
  2.5000E+00   1.0000E-02   2.7903E-05   8.9658E-01
  3.0000E+00   1.0000E-02   2.3354E-05   8.3553E-01
  3.5000E+00   1.0000E-02   1.9743E-05   7.8104E-01
  4.0000E+00   1.0000E-02   1.6868E-05   7.3298E-01
  4.5000E+00   1.0000E-02   1.4554E-05   6.9077E-01
  5.0000E+00   1.0000E-02   1.2676E-05   6.5339E-01
  5.5000E+00   1.0000E-02   1.1131E-05   6.2028E-01
  6.0000E+00   1.0000E-02   9.8491E-06   5.9026E-01
  6.5000E+00   1.0000E-02   8.7725E-06   5.6347E-01
  7.0000E+00   1.0000E-02   7.8639E-06   5.3924E-01
  7.5000E+00   1.0000E-02   7.0875E-06   5.1713E-01
  8.0000E+00   1.0000E-02   6.4200E-06   4.9698E-01
  8.5000E+00   1.0000E-02   5.8422E-06   4.7859E-01
  9.0000E+00   1.0000E-02   5.3377E-06   4.6160E-01
  1.0000E+01   1.0000E-02   4.5082E-06   4.3146E-01
  1.5000E+01   1.0000E-02   2.2822E-06   3.2865E-01
  2.0000E+01   1.0000E-02   1.3747E-06   2.6853E-01
  2.5000E+01   1.0000E-02   9.1807E-07   2.2841E-01
  3.0000E+01   1.0000E-02   6.5660E-07   1.9970E-01
  3.5000E+01   1.0000E-02   4.9278E-07   1.7796E-01
  4.0000E+01   1.0000E-02   3.8333E-07   1.6085E-01
  4.5000E+01   1.0000E-02   3.0682E-07   1.4702E-01
  5.0000E+01   1.0000E-02   2.5109E-07   1.3558E-01
  5.5000E+01   1.0000E-02   2.0927E-07   1.2592E-01
  6.0000E+01   1.0000E-02   1.7712E-07   1.1763E-01
  6.5000E+01   1.0000E-02   1.5187E-07   1.1054E-01
  7.0000E+01   1.0000E-02   1.3165E-07   1.0428E-01
  7.5000E+01   1.0000E-02   1.1519E-07   9.8764E-02
  8.0000E+01   1.0000E-02   1.0167E-07   9.3869E-02
  8.5000E+01   1.0000E-02   9.0377E-08   8.9417E-02
  9.0000E+01   1.0000E-02   8.0893E-08   8.5482E-02
  1.0000E+02   1.0000E-02   6.5878E-08   7.8543E-02
  1.5000E+02   1.0000E-02   2.9783E-08   5.6603E-02
  2.0000E+02   1.0000E-02   1.6906E-08   4.4687E-02
  2.5000E+02   1.0000E-02   1.0877E-08   3.7130E-02
  3.0000E+02   1.0000E-02   7.5800E-09   3.1904E-02
  3.5000E+02   1.0000E-02   5.5836E-09   2.8040E-02
  4.0000E+02   1.0000E-02   4.2845E-09   2.5033E-02
  4.5000E+02   1.0000E-02   3.3904E-09   2.2687E-02
  5.0000E+02   1.0000E-02   2.7499E-09   2.0751E-02
  5.5000E+02   1.0000E-02   2.2752E-09   1.9115E-02
  6.0000E+02   1.0000E-02   1.9135E-09   1.7762E-02
  6.5000E+02   1.0000E-02   1.6314E-09   1.6609E-02
  7.0000E+02   1.0000E-02   1.4076E-09   1.5567E-02
  7.5000E+02   1.0000E-02   1.2268E-09   1.4690E-02
  8.0000E+02   1.0000E-02   1.0789E-09   1.3881E-02
  8.5000E+02   1.0000E-02   9.5626E-10   1.3189E-02
  9.0000E+02   1.0000E-02   8.5304E-10   1.2555E-02
  1.0000E+03   1.0000E-02   6.9151E-10   1.1457E-02
  1.0000E-03   1.0000E+00   1.4152E-06   4.9151E-02
  1.5000E-03   1.0000E+00   2.5959E-06   6.0211E-02
  2.0000E-03   1.0000E+00   3.9901E-06   6.9546E-02
  2.5000E-03   1.0000E+00   5.5675E-06   7.7763E-02
  3.0000E-03   1.0000E+00   7.3069E-06   8.5219E-02
  3.5000E-03   1.0000E+00   9.1938E-06   9.2065E-02
  4.0000E-03   1.0000E+00   1.1212E-05   9.8435E-02
  4.5000E-03   1.0000E+00   1.3360E-05   1.0443E-01
  5.0000E-03   1.0000E+00   1.5621E-05   1.1011E-01
  5.5000E-03   1.0000E+00   1.7992E-05   1.1551E-01
  6.0000E-03   1.0000E+00   2.0466E-05   1.2066E-01
  6.5000E-03   1.0000E+00   2.3039E-05   1.2562E-01
  7.0000E-03   1.0000E+00   2.5703E-05   1.3038E-01
  7.5000E-03   1.0000E+00   2.8461E-05   1.3499E-01
  8.0000E-03   1.0000E+00   3.1304E-05   1.3944E-01
  8.5000E-03   1.0000E+00   3.4227E-05   1.4377E-01
  9.0000E-03   1.0000E+00   3.7236E-05   1.4795E-01
  1.0000E-02   1.0000E+00   4.3468E-05   1.5603E-01
  1.5000E-02   1.0000E+00   7.8584E-05   1.9147E-01
  2.0000E-02   1.0000E+00   1.1904E-04   2.2147E-01
  2.5000E-02   1.0000E+00   1.6372E-04   2.4802E-01
  3.0000E-02   1.0000E+00   2.1185E-04   2.7210E-01
  3.5000E-02   1.0000E+00   2.6274E-04   2.9429E-01
  4.0000E-02   1.0000E+00   3.1597E-04   3.1498E-01
  4.5000E-02   1.0000E+00   3.7117E-04   3.3447E-01
  5.0000E-02   1.0000E+00   4.2808E-04   3.5290E-01
  5.5000E-02   1.0000E+00   4.8616E-04   3.7043E-01
  6.0000E-02   1.0000E+00   5.4544E-04   3.8717E-01
  6.5000E-02   1.0000E+00   6.0574E-04   4.0320E-01
  7.0000E-02   1.0000E+00   6.6646E-04   4.1863E-01
  7.5000E-02   1.0000E+00   7.2804E-04   4.3350E-01
  8.0000E-02   1.0000E+00   7.8991E-04   4.4786E-01
  8.5000E-02   1.0000E+00   8.5215E-04   4.6175E-01
  9.0000E-02   1.0000E+00   9.1463E-04   4.7520E-01
  1.0000E-01   1.0000E+00   1.0395E-03   5.0088E-01
  1.5000E-01   1.0000E+00   1.6510E-03   6.1049E-01
  2.0000E-01   1.0000E+00   2.2098E-03   6.9732E-01
  2.5000E-01   1.0000E+00   2.7009E-03   7.6779E-01
  3.0000E-01   1.0000E+00   3.1204E-03   8.2557E-01
  3.5000E-01   1.0000E+00   3.4730E-03   8.7327E-01
  4.0000E-01   1.0000E+00   3.7632E-03   9.1266E-01
  4.5000E-01   1.0000E+00   4.0000E-03   9.4510E-01
  5.0000E-01   1.0000E+00   4.1878E-03   9.7155E-01
  5.5000E-01   1.0000E+00   4.3348E-03   9.9342E-01
  6.0000E-01   1.0000E+00   4.4478E-03   1.0110E+00
  6.5000E-01   1.0000E+00   4.5275E-03   1.0251E+00
  7.0000E-01   1.0000E+00   4.5840E-03   1.0359E+00
  7.5000E-01   1.0000E+00   4.6178E-03   1.0445E+00
  8.0000E-01   1.0000E+00   4.6329E-03   1.0508E+00
  8.5000E-01   1.0000E+00   4.6319E-03   1.0550E+00
  9.0000E-01   1.0000E+00   4.6193E-03   1.0577E+00
  1.0000E+00   1.0000E+00   4.5609E-03   1.0590E+00
  1.5000E+00   1.0000E+00   3.9785E-03   1.0206E+00
  2.0000E+00   1.0000E+00   3.3239E-03   9.5622E-01
  2.5000E+00   1.0000E+00   2.7652E-03   8.9070E-01
  3.0000E+00   1.0000E+00   2.3160E-03   8.3058E-01
  3.5000E+00   1.0000E+00   1.9601E-03   7.7689E-01
  4.0000E+00   1.0000E+00   1.6757E-03   7.2960E-01
  4.5000E+00   1.0000E+00   1.4470E-03   6.8779E-01
  5.0000E+00   1.0000E+00   1.2607E-03   6.5061E-01
  5.5000E+00   1.0000E+00   1.1076E-03   6.1770E-01
  6.0000E+00   1.0000E+00   9.8025E-04   5.8805E-01
  6.5000E+00   1.0000E+00   8.7356E-04   5.6154E-01
  7.0000E+00   1.0000E+00   7.8315E-04   5.3747E-01
  7.5000E+00   1.0000E+00   7.0591E-04   5.1567E-01
  8.0000E+00   1.0000E+00   6.3968E-04   4.9571E-01
  8.5000E+00   1.0000E+00   5.8213E-04   4.7732E-01
  9.0000E+00   1.0000E+00   5.3202E-04   4.6040E-01
  1.0000E+01   1.0000E+00   4.4949E-04   4.3040E-01
  1.5000E+01   1.0000E+00   2.2775E-04   3.2806E-01
  2.0000E+01   1.0000E+00   1.3727E-04   2.6815E-01
  2.5000E+01   1.0000E+00   9.1717E-05   2.2816E-01
  3.0000E+01   1.0000E+00   6.5588E-05   1.9955E-01
  3.5000E+01   1.0000E+00   4.9232E-05   1.7781E-01
  4.0000E+01   1.0000E+00   3.8304E-05   1.6072E-01
  4.5000E+01   1.0000E+00   3.0665E-05   1.4689E-01
  5.0000E+01   1.0000E+00   2.5092E-05   1.3551E-01
  5.5000E+01   1.0000E+00   2.0919E-05   1.2585E-01
  6.0000E+01   1.0000E+00   1.7705E-05   1.1761E-01
  6.5000E+01   1.0000E+00   1.5181E-05   1.1051E-01
  7.0000E+01   1.0000E+00   1.3159E-05   1.0419E-01
  7.5000E+01   1.0000E+00   1.1514E-05   9.8699E-02
  8.0000E+01   1.0000E+00   1.0163E-05   9.3815E-02
  8.5000E+01   1.0000E+00   9.0362E-06   8.9391E-02
  9.0000E+01   1.0000E+00   8.0850E-06   8.5425E-02
