  1.0000E-03   1.0000E-02   9.6506E-11  -3.5715E-06
  1.5000E-03   1.0000E-02   1.4923E-10  -6.2465E-06
  2.0000E-03   1.0000E-02   2.1143E-10  -9.2527E-06
  2.5000E-03   1.0000E-02   2.9095E-10  -1.2523E-05
  3.0000E-03   1.0000E-02   3.9493E-10  -1.6008E-05
  3.5000E-03   1.0000E-02   5.3019E-10  -1.9679E-05
  4.0000E-03   1.0000E-02   7.0274E-10  -2.3510E-05
  4.5000E-03   1.0000E-02   9.1849E-10  -2.7486E-05
  5.0000E-03   1.0000E-02   1.1826E-09  -3.1596E-05
  5.5000E-03   1.0000E-02   1.5003E-09  -3.5808E-05
  6.0000E-03   1.0000E-02   1.8761E-09  -4.0131E-05
  6.5000E-03   1.0000E-02   2.3142E-09  -4.4555E-05
  7.0000E-03   1.0000E-02   2.8193E-09  -4.9055E-05
  7.5000E-03   1.0000E-02   3.3952E-09  -5.3646E-05
  8.0000E-03   1.0000E-02   4.0460E-09  -5.8302E-05
  8.5000E-03   1.0000E-02   4.7738E-09  -6.3034E-05
  9.0000E-03   1.0000E-02   5.5853E-09  -6.7829E-05
  1.0000E-02   1.0000E-02   7.4638E-09  -7.7596E-05
  1.5000E-02   1.0000E-02   2.2773E-08  -1.2910E-04
  2.0000E-02   1.0000E-02   4.9677E-08  -1.8348E-04
  2.5000E-02   1.0000E-02   9.0062E-08  -2.3934E-04
  3.0000E-02   1.0000E-02   1.4534E-07  -2.9591E-04
  3.5000E-02   1.0000E-02   2.1664E-07  -3.5254E-04
  4.0000E-02   1.0000E-02   3.0479E-07  -4.0890E-04
  4.5000E-02   1.0000E-02   4.1048E-07  -4.6465E-04
  5.0000E-02   1.0000E-02   5.3410E-07  -5.1969E-04
  5.5000E-02   1.0000E-02   6.7626E-07  -5.7365E-04
  6.0000E-02   1.0000E-02   8.3707E-07  -6.2661E-04
  6.5000E-02   1.0000E-02   1.0167E-06  -6.7833E-04
  7.0000E-02   1.0000E-02   1.2152E-06  -7.2886E-04
  7.5000E-02   1.0000E-02   1.4329E-06  -7.7808E-04
  8.0000E-02   1.0000E-02   1.6691E-06  -8.2588E-04
  8.5000E-02   1.0000E-02   1.9244E-06  -8.7237E-04
  9.0000E-02   1.0000E-02   2.1984E-06  -9.1753E-04
  1.0000E-01   1.0000E-02   2.8021E-06  -1.0036E-03
  1.5000E-01   1.0000E-02   6.8626E-06  -1.3516E-03
  2.0000E-01   1.0000E-02   1.2417E-05  -1.5766E-03
  2.5000E-01   1.0000E-02   1.9108E-05  -1.7011E-03
  3.0000E-01   1.0000E-02   2.6606E-05  -1.7469E-03
  3.5000E-01   1.0000E-02   3.4627E-05  -1.7327E-03
  4.0000E-01   1.0000E-02   4.2932E-05  -1.6722E-03
  4.5000E-01   1.0000E-02   5.1355E-05  -1.5778E-03
  5.0000E-01   1.0000E-02   5.9740E-05  -1.4577E-03
  5.5000E-01   1.0000E-02   6.7999E-05  -1.3195E-03
  6.0000E-01   1.0000E-02   7.6048E-05  -1.1685E-03
  6.5000E-01   1.0000E-02   8.3810E-05  -1.0085E-03
  7.0000E-01   1.0000E-02   9.1274E-05  -8.4317E-04
  7.5000E-01   1.0000E-02   9.8403E-05  -6.7498E-04
  8.0000E-01   1.0000E-02   1.0520E-04  -5.0581E-04
  8.5000E-01   1.0000E-02   1.1162E-04  -3.3729E-04
  9.0000E-01   1.0000E-02   1.1770E-04  -1.7079E-04
  1.0000E+00   1.0000E-02   1.2881E-04   1.5466E-04
  1.5000E+00   1.0000E-02   1.6652E-04   1.5379E-03
  2.0000E+00   1.0000E-02   1.8353E-04   2.5230E-03
  2.5000E+00   1.0000E-02   1.8920E-04   3.2174E-03
  3.0000E+00   1.0000E-02   1.8879E-04   3.7099E-03
  3.5000E+00   1.0000E-02   1.8517E-04   4.0672E-03
  4.0000E+00   1.0000E-02   1.7992E-04   4.3271E-03
  4.5000E+00   1.0000E-02   1.7393E-04   4.5169E-03
  5.0000E+00   1.0000E-02   1.6762E-04   4.6559E-03
