1.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
3.981072e-01	-4.587415e-04	-1.204409e-04	-1.220608e-04
1.584893e-01	-4.009218e-03	-1.634241e-03	-4.141174e-04
6.309573e-02	-9.936749e-03	-3.853139e-03	 3.001612e-04
2.511886e-02	-9.306824e-03	-2.598418e-03	 4.587838e-04
1.000000e-02	 1.173056e-02	 5.453834e-03	 3.078798e-04
3.981072e-03	 5.555631e-02	 2.201834e-02	 1.057001e-04
1.584893e-03	 1.117011e-01	 4.030350e-02	-9.220977e-06
6.309573e-04	 1.837700e-01	 5.815299e-02	-1.089048e-04
2.511886e-04	 2.484573e-01	 7.689317e-02	-1.257150e-04
1.000000e-04	 3.202219e-01	 9.085741e-02	-1.008059e-04
