 0.000000e+00  5.000000e-03  2.623047e-03
 5.000000e-03  1.000000e-02  3.142360e-03
 1.000000e-02  1.500000e-02  1.183944e-03
 1.500000e-02  2.000000e-02 -1.079239e-04
 2.000000e-02  2.500000e-02 -6.974566e-04
 2.500000e-02  3.000000e-02 -9.449768e-04
 3.000000e-02  3.500000e-02 -1.023330e-03
 3.500000e-02  4.000000e-02 -9.639532e-04
 4.000000e-02  4.500000e-02 -8.778853e-04
 4.500000e-02  5.000000e-02 -8.008793e-04
 5.000000e-02  5.500000e-02 -7.354418e-04
 5.500000e-02  6.000000e-02 -6.067113e-04
 6.000000e-02  6.500000e-02 -5.884453e-04
 6.500000e-02  7.000000e-02 -4.902221e-04
 7.000000e-02  7.500000e-02 -4.219745e-04
 7.500000e-02  8.000000e-02 -3.729510e-04
 8.000000e-02  8.500000e-02 -3.330422e-04
 8.500000e-02  9.000000e-02 -3.026261e-04
 9.000000e-02  9.500000e-02 -2.644892e-04
 9.500000e-02  1.000000e-01 -2.192870e-04
 1.000000e-01  1.050000e-01 -2.074654e-04
 1.050000e-01  1.100000e-01 -1.830626e-04
 1.100000e-01  1.150000e-01 -1.538362e-04
 1.150000e-01  1.200000e-01 -1.505967e-04
 1.200000e-01  1.250000e-01 -1.350453e-04
 1.250000e-01  1.300000e-01 -1.293267e-04
 1.300000e-01  1.350000e-01 -1.063765e-04
 1.350000e-01  1.400000e-01 -1.031959e-04
 1.400000e-01  1.450000e-01 -8.994460e-05
 1.450000e-01  1.500000e-01 -7.906227e-05
 1.500000e-01  1.550000e-01 -7.030156e-05
 1.550000e-01  1.600000e-01 -6.043656e-05
 1.600000e-01  1.650000e-01 -5.934525e-05
 1.650000e-01  1.700000e-01 -5.519240e-05
 1.700000e-01  1.750000e-01 -5.459025e-05
 1.750000e-01  1.800000e-01 -4.464408e-05
 1.800000e-01  1.850000e-01 -4.672418e-05
 1.850000e-01  1.900000e-01 -4.092992e-05
 1.900000e-01  1.950000e-01 -3.660916e-05
 1.950000e-01  2.000000e-01 -3.072688e-05
 2.000000e-01  2.050000e-01 -3.354306e-05
 2.050000e-01  2.100000e-01 -2.552571e-05
 2.100000e-01  2.150000e-01 -2.516482e-05
 2.150000e-01  2.200000e-01 -2.757008e-05
 2.200000e-01  2.250000e-01 -2.975622e-05
 2.250000e-01  2.300000e-01 -2.222755e-05
 2.300000e-01  2.350000e-01 -1.889338e-05
 2.350000e-01  2.400000e-01 -2.157100e-05
 2.400000e-01  2.450000e-01 -1.847589e-05
 2.450000e-01  2.500000e-01 -1.610386e-05
 2.500000e-01  2.550000e-01 -1.564000e-05
 2.550000e-01  2.600000e-01 -1.506702e-05
 2.600000e-01  2.650000e-01 -1.219172e-05
 2.650000e-01  2.700000e-01 -1.121290e-05
 2.700000e-01  2.750000e-01 -9.941200e-06
 2.750000e-01  2.800000e-01 -1.226126e-05
 2.800000e-01  2.850000e-01 -9.166132e-06
 2.850000e-01  2.900000e-01 -8.254172e-06
 2.900000e-01  2.950000e-01 -7.999933e-06
 2.950000e-01  3.000000e-01 -6.632000e-06
 3.000000e-01  3.050000e-01 -8.452990e-06
 3.050000e-01  3.100000e-01 -6.674257e-06
 3.100000e-01  3.150000e-01 -6.677994e-06
 3.150000e-01  3.200000e-01 -5.987604e-06
 3.200000e-01  3.250000e-01 -7.940169e-06
 3.250000e-01  3.300000e-01 -5.123882e-06
 3.300000e-01  3.350000e-01 -4.614105e-06
 3.350000e-01  3.400000e-01 -5.502394e-06
 3.400000e-01  3.450000e-01 -5.501502e-06
 3.450000e-01  3.500000e-01 -4.577139e-06
 3.500000e-01  3.550000e-01 -3.741620e-06
 3.550000e-01  3.600000e-01 -3.716988e-06
 3.600000e-01  3.650000e-01 -3.534194e-06
 3.650000e-01  3.700000e-01 -3.851808e-06
 3.700000e-01  3.750000e-01 -3.578241e-06
 3.750000e-01  3.800000e-01 -3.338201e-06
 3.800000e-01  3.850000e-01 -3.593005e-06
 3.850000e-01  3.900000e-01 -2.236034e-06
 3.900000e-01  3.950000e-01 -2.145848e-06
 3.950000e-01  4.000000e-01 -2.034600e-06
 4.000000e-01  4.050000e-01 -2.042547e-06
 4.050000e-01  4.100000e-01 -1.491824e-06
 4.100000e-01  4.150000e-01 -1.827154e-06
 4.150000e-01  4.200000e-01 -1.822780e-06
 4.200000e-01  4.250000e-01 -1.013358e-06
 4.250000e-01  4.300000e-01 -1.507072e-06
 4.300000e-01  4.350000e-01 -1.613184e-06
 4.350000e-01  4.400000e-01 -1.337133e-06
 4.400000e-01  4.450000e-01 -1.635117e-06
 4.450000e-01  4.500000e-01 -1.327876e-06
 4.500000e-01  4.550000e-01 -1.195380e-06
 4.550000e-01  4.600000e-01 -7.245311e-07
 4.600000e-01  4.650000e-01 -1.026926e-06
 4.650000e-01  4.700000e-01 -7.793550e-07
 4.700000e-01  4.750000e-01 -9.549593e-07
 4.750000e-01  4.800000e-01 -4.523065e-07
 4.800000e-01  4.850000e-01 -1.334491e-06
 4.850000e-01  4.900000e-01 -1.816660e-06
 4.900000e-01  4.950000e-01 -1.130233e-06
 4.950000e-01  5.000000e-01 -4.706167e-07
