5.000000e-03	 9.472293e+00	 9.998606e-01	 1.839225e-02	 6.759241e-05	 1.065716e-06	 3.505012e-07
1.500000e-02	 1.038473e+01	 2.013215e+00	 3.181739e-03	 3.144983e-05	 6.864455e-06	 1.775430e-07
2.500000e-02	 6.484334e+00	 1.793644e+00	-6.567598e-03	 1.775694e-05	 6.774420e-06	 1.255671e-07
3.500000e-02	 3.762455e+00	 1.168000e+00	-8.242179e-03	 1.456004e-05	 3.895667e-06	 4.306361e-08
4.500000e-02	 2.167837e+00	 6.729475e-01	-7.399701e-03	 7.761759e-06	 1.917720e-06	 3.190914e-08
5.500000e-02	 1.270630e+00	 3.746558e-01	-6.055814e-03	 4.375930e-06	 1.464798e-06	 2.354960e-08
6.500000e-02	 7.672694e-01	 2.108365e-01	-4.791257e-03	 2.544314e-06	 7.457468e-07	 1.750482e-08
7.500000e-02	 4.779421e-01	 1.217233e-01	-3.732482e-03	 1.561126e-06	 3.877115e-07	 2.468541e-08
8.500000e-02	 3.067654e-01	 7.250970e-02	-2.919323e-03	 9.794916e-07	 2.075640e-07	 1.794062e-08
9.500000e-02	 2.023166e-01	 4.459740e-02	-2.285683e-03	 6.361614e-07	 1.166002e-07	 1.346437e-08

