 0.000000e+00  7.854232e-02  5.708785e-06
 7.854232e-02  1.570846e-01  5.699540e-06
 1.570846e-01  2.356269e-01  5.743949e-06
 2.356269e-01  3.141693e-01  5.758243e-06
 3.141693e-01  3.927116e-01  5.778889e-06
 3.927116e-01  4.712539e-01  6.019316e-06
 4.712539e-01  5.497962e-01  6.145354e-06
 5.497962e-01  6.283385e-01  6.239365e-06
 6.283385e-01  7.068808e-01  6.424932e-06
 7.068808e-01  7.854232e-01  6.643355e-06
 7.854232e-01  8.639655e-01  6.729293e-06
 8.639655e-01  9.425078e-01  7.131648e-06
 9.425078e-01  1.021050e+00  7.399572e-06
 1.021050e+00  1.099592e+00  7.851025e-06
 1.099592e+00  1.178135e+00  8.354133e-06
 1.178135e+00  1.256677e+00  8.693244e-06
 1.256677e+00  1.335219e+00  9.146630e-06
 1.335219e+00  1.413762e+00  9.865656e-06
 1.413762e+00  1.492304e+00  1.056574e-05
 1.492304e+00  1.570846e+00  1.134146e-05
 1.570846e+00  1.649389e+00  1.215848e-05
 1.649389e+00  1.727931e+00  1.350122e-05
 1.727931e+00  1.806473e+00  1.486366e-05
 1.806473e+00  1.885016e+00  1.685203e-05
 1.885016e+00  1.963558e+00  1.832208e-05
 1.963558e+00  2.042100e+00  2.047250e-05
 2.042100e+00  2.120643e+00  2.326569e-05
 2.120643e+00  2.199185e+00  2.671729e-05
 2.199185e+00  2.277727e+00  3.092058e-05
 2.277727e+00  2.356269e+00  3.596281e-05
 2.356269e+00  2.434812e+00  4.255275e-05
 2.434812e+00  2.513354e+00  5.218928e-05
 2.513354e+00  2.591896e+00  6.508671e-05
 2.591896e+00  2.670439e+00  8.261301e-05
 2.670439e+00  2.748981e+00  1.087800e-04
 2.748981e+00  2.827523e+00  1.507894e-04
 2.827523e+00  2.906066e+00  2.247357e-04
 2.906066e+00  2.984608e+00  3.763515e-04
 2.984608e+00  3.063150e+00  8.164985e-04
 3.063150e+00  3.141693e+00 -4.628629e-04
