 0.000000e+00  7.854232e-02  7.756669e-04
 7.854232e-02  1.570846e-01  7.806678e-04
 1.570846e-01  2.356269e-01  7.900844e-04
 2.356269e-01  3.141693e-01  7.832888e-04
 3.141693e-01  3.927116e-01  7.990572e-04
 3.927116e-01  4.712539e-01  8.121466e-04
 4.712539e-01  5.497962e-01  8.213521e-04
 5.497962e-01  6.283385e-01  8.559549e-04
 6.283385e-01  7.068808e-01  8.665201e-04
 7.068808e-01  7.854232e-01  8.943448e-04
 7.854232e-01  8.639655e-01  9.215122e-04
 8.639655e-01  9.425078e-01  9.482755e-04
 9.425078e-01  1.021050e+00  1.000979e-03
 1.021050e+00  1.099592e+00  1.083446e-03
 1.099592e+00  1.178135e+00  1.059424e-03
 1.178135e+00  1.256677e+00  1.136097e-03
 1.256677e+00  1.335219e+00  1.206665e-03
 1.335219e+00  1.413762e+00  1.264711e-03
 1.413762e+00  1.492304e+00  1.401918e-03
 1.492304e+00  1.570846e+00  1.448901e-03
 1.570846e+00  1.649389e+00  1.539230e-03
 1.649389e+00  1.727931e+00  1.721933e-03
 1.727931e+00  1.806473e+00  1.791209e-03
 1.806473e+00  1.885016e+00  1.980940e-03
 1.885016e+00  1.963558e+00  2.197615e-03
 1.963558e+00  2.042100e+00  2.453950e-03
 2.042100e+00  2.120643e+00  2.669442e-03
 2.120643e+00  2.199185e+00  3.013149e-03
 2.199185e+00  2.277727e+00  3.486093e-03
 2.277727e+00  2.356269e+00  3.999915e-03
 2.356269e+00  2.434812e+00  4.752944e-03
 2.434812e+00  2.513354e+00  5.737159e-03
 2.513354e+00  2.591896e+00  6.783721e-03
 2.591896e+00  2.670439e+00  8.657581e-03
 2.670439e+00  2.748981e+00  1.087579e-02
 2.748981e+00  2.827523e+00  1.457461e-02
 2.827523e+00  2.906066e+00  2.097595e-02
 2.906066e+00  2.984608e+00  3.368396e-02
 2.984608e+00  3.063150e+00  6.917194e-02
 3.063150e+00  3.141693e+00 -1.256187e-01
