1.321941e+01	-3.833152e-01	5.116259e-01	1.399633e-02	2.496608e-02
1.519911e+01	-3.654397e-01	4.673485e-01	1.271888e-02	2.268746e-02
1.747528e+01	-3.488268e-01	4.261548e-01	1.153759e-02	2.058035e-02
2.009233e+01	-3.335303e-01	3.879652e-01	1.044902e-02	1.863863e-02
2.310130e+01	-3.194334e-01	3.526713e-01	9.448991e-03	1.685483e-02
2.656088e+01	-3.065141e-01	3.201443e-01	8.532817e-03	1.522060e-02
3.053856e+01	-2.947023e-01	2.902424e-01	7.695540e-03	1.372710e-02
3.511192e+01	-2.838863e-01	2.628159e-01	6.932072e-03	1.236526e-02
4.037017e+01	-2.740417e-01	2.377116e-01	6.237316e-03	1.112598e-02
4.641589e+01	-2.650955e-01	2.147761e-01	5.606260e-03	1.000032e-02
5.336699e+01	-2.569740e-01	1.938584e-01	5.034039e-03	8.979610e-03
6.135907e+01	-2.496188e-01	1.748116e-01	4.515983e-03	8.055517e-03
7.054802e+01	-2.429805e-01	1.574941e-01	4.047649e-03	7.220115e-03
8.111308e+01	-2.369819e-01	1.417708e-01	3.624838e-03	6.465916e-03
9.326033e+01	-2.315727e-01	1.275134e-01	3.243610e-03	5.785889e-03
1.072267e+02	-2.267018e-01	1.146010e-01	2.900281e-03	5.173467e-03
1.232847e+02	-2.222958e-01	1.029201e-01	2.591429e-03	4.622543e-03
1.417474e+02	-2.183521e-01	9.236477e-02	2.313882e-03	4.127460e-03
1.629751e+02	-2.148164e-01	8.283615e-02	2.064713e-03	3.682998e-03
1.873817e+02	-2.116572e-01	7.424271e-02	1.841229e-03	3.284352e-03
2.154435e+02	-2.088134e-01	6.649976e-02	1.640959e-03	2.927114e-03
2.477076e+02	-2.062804e-01	5.952919e-02	1.461642e-03	2.607252e-03
2.848036e+02	-2.040223e-01	5.325911e-02	1.301213e-03	2.321081e-03
3.274549e+02	-2.019785e-01	4.762356e-02	1.157790e-03	2.065246e-03
3.764936e+02	-2.001791e-01	4.256212e-02	1.029662e-03	1.836693e-03
4.328761e+02	-1.985529e-01	3.801954e-02	9.152758e-04	1.632654e-03
4.977024e+02	-1.971069e-01	3.394540e-02	8.132242e-04	1.450616e-03
5.722368e+02	-1.958159e-01	3.029377e-02	7.222331e-04	1.288307e-03
6.579332e+02	-1.946598e-01	2.702286e-02	6.411518e-04	1.143676e-03
7.564633e+02	-1.936488e-01	2.409474e-02	5.689416e-04	1.014869e-03
8.697490e+02	-1.927307e-01	2.147495e-02	5.046667e-04	9.002162e-04
1.000000e+03	-1.919280e-01	1.913233e-02	4.474846e-04	7.982156e-04
