 0.000000e+00  3.333333e-01 -9.380389e-05
 3.333333e-01  6.666667e-01 -5.109183e-04
 6.666667e-01  1.000000e+00 -4.929620e-04
 1.000000e+00  1.333333e+00  3.506221e-04
 1.333333e+00  1.666667e+00  1.471446e-03
 1.666667e+00  2.000000e+00  2.444215e-03
 2.000000e+00  2.333333e+00  2.542744e-03
 2.333333e+00  2.666667e+00  2.509862e-03
 2.666667e+00  3.000000e+00  2.135468e-03
 3.000000e+00  3.333333e+00  1.737560e-03
 3.333333e+00  3.666667e+00  1.329618e-03
 3.666667e+00  4.000000e+00  1.090913e-03
 4.000000e+00  4.333333e+00  8.244488e-04
 4.333333e+00  4.666667e+00  6.979889e-04
 4.666667e+00  5.000000e+00  4.915038e-04
 5.000000e+00  5.333333e+00  4.244851e-04
 5.333333e+00  5.666667e+00  3.822081e-04
 5.666667e+00  6.000000e+00  2.517362e-04
 6.000000e+00  6.333333e+00  2.034544e-04
 6.333333e+00  6.666667e+00  1.672106e-04
 6.666667e+00  7.000000e+00  1.334153e-04
 7.000000e+00  7.333333e+00  1.212724e-04
 7.333333e+00  7.666667e+00  8.969039e-05
 7.666667e+00  8.000000e+00  8.289343e-05
 8.000000e+00  8.333333e+00  6.021706e-05
 8.333333e+00  8.666667e+00  5.756326e-05
 8.666667e+00  9.000000e+00  4.623443e-05
 9.000000e+00  9.333333e+00  3.686747e-05
 9.333333e+00  9.666667e+00  3.157538e-05
 9.666667e+00  1.000000e+01  2.685213e-05
 1.000000e+01  1.033333e+01  2.539036e-05
 1.033333e+01  1.066667e+01  1.909851e-05
 1.066667e+01  1.100000e+01  1.833976e-05
 1.100000e+01  1.133333e+01  1.626571e-05
 1.133333e+01  1.166667e+01  1.379338e-05
 1.166667e+01  1.200000e+01  1.284789e-05
 1.200000e+01  1.233333e+01  1.141261e-05
 1.233333e+01  1.266667e+01  7.254531e-06
 1.266667e+01  1.300000e+01  8.771396e-06
 1.300000e+01  1.333333e+01  7.006083e-06
 1.333333e+01  1.366667e+01  5.508319e-06
 1.366667e+01  1.400000e+01  4.687078e-06
 1.400000e+01  1.433333e+01  4.515859e-06
 1.433333e+01  1.466667e+01  4.728156e-06
 1.466667e+01  1.500000e+01  3.388383e-06
 1.500000e+01  1.533333e+01  3.944126e-06
 1.533333e+01  1.566667e+01  3.431412e-06
 1.566667e+01  1.600000e+01  2.506662e-06
 1.600000e+01  1.633333e+01  2.909359e-06
 1.633333e+01  1.666667e+01  2.165817e-06
 1.666667e+01  1.700000e+01  1.676981e-06
 1.700000e+01  1.733333e+01  1.278912e-06
 1.733333e+01  1.766667e+01  1.352562e-06
 1.766667e+01  1.800000e+01  1.448948e-06
 1.800000e+01  1.833333e+01  1.718128e-06
 1.833333e+01  1.866667e+01  1.365664e-06
 1.866667e+01  1.900000e+01  8.419198e-07
 1.900000e+01  1.933333e+01  1.147896e-06
 1.933333e+01  1.966667e+01  1.011387e-06
 1.966667e+01  2.000000e+01  8.494237e-07
