PdfType: central
Format: lhagrid1
---
1.000000e-05 4.000000e-05 6.700000e-05 1.000000e-04 1.400000e-04 2.000000e-04 3.000000e-04 4.500000e-04 6.700000e-04 1.000000e-03 1.400000e-03 2.000000e-03 3.000000e-03 4.500000e-03 6.700000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.500000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.500000e-01 5.000000e-01 5.500000e-01 6.000000e-01 6.500000e-01 7.000000e-01 7.500000e-01 8.000000e-01 8.500000e-01 9.000000e-01 9.500000e-01 1.000000e+00
3e+00 4e+00 5.000000e+00 6.324555e+00 8.000000e+00 1.000000e+01 1.341641e+01 1.788854e+01 2.408319e+01 3.162278e+01 4.242641e+01 5.656854e+01 7.615773e+01 1.000000e+02 1.341641e+02 1.788854e+02 2.408319e+02 3.162278e+02 4.242641e+02 5.656854e+02 7.615773e+02 1.000000e+03 1.341641e+03 1.788854e+03 2.408319e+03 3.162278e+03 4.242641e+03 5.656854e+03 7.615773e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21
 5.4666630e-01  1.0787756e-01  2.9298276e-01  2.7602938e-01  2.7602938e-01  2.7602938e-01  2.8734644e-01  2.8034682e-01  2.7602938e-01  2.9298276e-01  1.0787756e-01  5.4666630e-01  1.0596017e+01
 5.9180938e-01  1.8329130e-01  4.2871762e-01  4.1432270e-01  4.1432270e-01  4.1432270e-01  4.2585910e-01  4.1884831e-01  4.1432270e-01  4.2871762e-01  1.8329130e-01  5.9180938e-01  1.5558039e+01
 6.3361241e-01  2.6230779e-01  5.5599049e-01  5.4561237e-01  5.4561237e-01  5.4561237e-01  5.5731664e-01  5.5029423e-01  5.4561237e-01  5.5599049e-01  2.6230779e-01  6.3361241e-01  2.0198665e+01
 6.8397613e-01  3.6718691e-01  7.1112031e-01  7.0679961e-01  7.0679961e-01  7.0679961e-01  7.1867846e-01  7.1164166e-01  7.0679961e-01  7.1112031e-01  3.6718691e-01  6.8397613e-01  2.5833821e+01
 7.4094158e-01  4.9592478e-01  8.8781312e-01  8.9117501e-01  8.9117501e-01  8.9117501e-01  9.0322614e-01  8.9617320e-01  8.9117501e-01  8.8781312e-01  4.9592478e-01  7.4094158e-01  3.2220668e+01
 8.0133626e-01  6.4125768e-01  1.0751912e+00  1.0870048e+00  1.0870048e+00  1.0870048e+00  1.0992174e+00  1.0921479e+00  1.0870048e+00  1.0751912e+00  6.4125768e-01  8.0133626e-01  3.8955326e+01
 8.9069599e-01  8.6773555e-01  1.3501248e+00  1.3740712e+00  1.3740712e+00  1.3740712e+00  1.3864936e+00  1.3794006e+00  1.3740712e+00  1.3501248e+00  8.6773555e-01  8.9069599e-01  4.8764357e+01
 9.8963505e-01  1.1278719e+00  1.6486614e+00  1.6846056e+00  1.6846056e+00  1.6846056e+00  1.6972299e+00  1.6901127e+00  1.6846056e+00  1.6486614e+00  1.1278719e+00  9.8963505e-01  5.9318460e+01
 1.1047094e+00  1.4354152e+00  1.9856552e+00  2.0329194e+00  2.0329194e+00  2.0329194e+00  2.0457493e+00  2.0386058e+00  2.0329194e+00  1.9856552e+00  1.4354152e+00  1.1047094e+00  7.1112925e+01
 1.2224169e+00  1.7495773e+00  2.3175526e+00  2.3731426e+00  2.3731426e+00  2.3731426e+00  2.3861581e+00  2.3789899e+00  2.3731426e+00  2.3175526e+00  1.7495773e+00  1.2224169e+00  8.2608153e+01
 1.3636835e+00  2.1204495e+00  2.6981313e+00  2.7593736e+00  2.7593736e+00  2.7593736e+00  2.7725865e+00  2.7653910e+00  2.7593736e+00  2.6981313e+00  2.1204495e+00  1.3636835e+00  9.5645219e+01
 1.5174520e+00  2.5120345e+00  3.0906954e+00  3.1530508e+00  3.1530508e+00  3.1530508e+00  3.1664543e+00  3.1592316e+00  3.1530508e+00  3.0906954e+00  2.5120345e+00  1.5174520e+00  1.0893488e+02
 1.6938419e+00  2.9423079e+00  3.5145403e+00  3.5724066e+00  3.5724066e+00  3.5724066e+00  3.5860043e+00  3.5787531e+00  3.5724066e+00  3.5145403e+00  2.9423079e+00  1.6938419e+00  1.2310695e+02
 1.8722444e+00  3.3553438e+00  3.9165307e+00  3.9644521e+00  3.9644521e+00  3.9644521e+00  3.9782255e+00  3.9709479e+00  3.9644521e+00  3.9165307e+00  3.3553438e+00  1.8722444e+00  1.3638164e+02
 2.0842854e+00  3.8170732e+00  4.3625714e+00  4.3927653e+00  4.3927653e+00  4.3927653e+00  4.4067260e+00  4.3994198e+00  4.3927653e+00  4.3625714e+00  3.8170732e+00  2.0842854e+00  1.5092362e+02
 2.3130647e+00  4.2809631e+00  4.8091403e+00  4.8143422e+00  4.8143422e+00  4.8143422e+00  4.8284840e+00  4.8211495e+00  4.8143422e+00  4.8091403e+00  4.2809631e+00  2.3130647e+00  1.6528723e+02
 2.5734112e+00  4.7684562e+00  5.2786454e+00  5.2495639e+00  5.2495639e+00  5.2495639e+00  5.2638907e+00  5.2565269e+00  5.2495639e+00  5.2786454e+00  4.7684562e+00  2.5734112e+00  1.8017881e+02
 2.8348604e+00  5.2184744e+00  5.7137637e+00  5.6454181e+00  5.6454181e+00  5.6454181e+00  5.6599124e+00  5.6525217e+00  5.6454181e+00  5.7137637e+00  5.2184744e+00  2.8348604e+00  1.9378821e+02
 3.1435702e+00  5.7041131e+00  6.1866985e+00  6.0673241e+00  6.0673241e+00  6.0673241e+00  6.0819973e+00  6.0745775e+00  6.0673241e+00  6.1866985e+00  5.7041131e+00  3.1435702e+00  2.0837120e+02
 3.4745533e+00  6.1761334e+00  6.6512145e+00  6.4730663e+00  6.4730663e+00  6.4730663e+00  6.4879127e+00  6.4804644e+00  6.4730663e+00  6.6512145e+00  6.1761334e+00  3.4745533e+00  2.2248145e+02
 3.8489574e+00  6.6572161e+00  7.1311464e+00  6.8830582e+00  6.8830582e+00  6.8830582e+00  6.8980818e+00  6.8906042e+00  6.8830582e+00  7.1311464e+00  6.6572161e+00  3.8489574e+00  2.3683625e+02
 4.2228770e+00  7.0892014e+00  7.5690972e+00  7.2488206e+00  7.2488206e+00  7.2488206e+00  7.2640050e+00  7.2565004e+00  7.2488206e+00  7.5690972e+00  7.0892014e+00  4.2228770e+00  2.4973466e+02
 4.6620797e+00  7.5435565e+00  8.0384563e+00  7.6317270e+00  7.6317270e+00  7.6317270e+00  7.6470832e+00  7.6395496e+00  7.6317270e+00  8.0384563e+00  7.5435565e+00  4.6620797e+00  2.6334221e+02
 5.1305529e+00  7.9743143e+00  8.4933662e+00  7.9936346e+00  7.9936346e+00  7.9936346e+00  8.0091573e+00  8.0015954e+00  7.9936346e+00  8.4933662e+00  7.9743143e+00  5.1305529e+00  2.7631382e+02
 5.6578586e+00  8.4030265e+00  8.9576091e+00  8.3533446e+00  8.3533446e+00  8.3533446e+00  8.3690380e+00  8.3614469e+00  8.3533446e+00  8.9576091e+00  8.4030265e+00  5.6578586e+00  2.8932639e+02
 6.1820397e+00  8.7795186e+00  9.3765445e+00  8.6693494e+00  8.6693494e+00  8.6693494e+00  8.6851978e+00  8.6775799e+00  8.6693494e+00  9.3765445e+00  8.7795186e+00  6.1820397e+00  3.0086888e+02
 6.7949950e+00  9.1671206e+00  9.8209133e+00  8.9953274e+00  8.9953274e+00  8.9953274e+00  9.0113416e+00  9.0036949e+00  8.9953274e+00  9.8209133e+00  9.1671206e+00  6.7949950e+00  3.1289871e+02
 7.4459156e+00  9.5267588e+00  1.0247348e+01  9.2989208e+00  9.2989208e+00  9.2989208e+00  9.3150960e+00  9.3074212e+00  9.2989208e+00  1.0247348e+01  9.5267588e+00  7.4459156e+00  3.2423000e+02
 8.1754326e+00  9.8770906e+00  1.0678471e+01  9.5963095e+00  9.5963095e+00  9.5963095e+00  9.6126498e+00  9.6049461e+00  9.5963095e+00  1.0678471e+01  9.8770906e+00  8.1754326e+00  3.3546618e+02
 8.8976928e+00  1.0178367e+01  1.1064180e+01  9.8539128e+00  9.8539128e+00  9.8539128e+00  9.8704030e+00  9.8626730e+00  9.8539128e+00  1.1064180e+01  1.0178367e+01  8.8976928e+00  3.4532439e+02
 2.4658706e-01  6.9872525e-02  2.3267308e-01  2.4666474e-01  2.4666474e-01  2.4666474e-01  2.6411183e-01  2.5398280e-01  2.4666474e-01  2.3267308e-01  6.9872525e-02  2.4658706e-01  8.9515625e+00
 2.6562944e-01  1.2099036e-01  3.3462621e-01  3.5275378e-01  3.5275378e-01  3.5275378e-01  3.7075292e-01  3.6046881e-01  3.5275378e-01  3.3462621e-01  1.2099036e-01  2.6562944e-01  1.2592783e+01
 2.8428571e-01  1.7498267e-01  4.2841309e-01  4.4954591e-01  4.4954591e-01  4.4954591e-01  4.6795419e-01  4.5755767e-01  4.4954591e-01  4.2841309e-01  1.7498267e-01  2.8428571e-01  1.5876831e+01
 3.0755394e-01  2.4689838e-01  5.4082186e-01  5.6467053e-01  5.6467053e-01  5.6467053e-01  5.8349383e-01  5.7298543e-01  5.6467053e-01  5.4082186e-01  2.4689838e-01  3.0755394e-01  1.9749488e+01
 3.3461444e-01  3.3522374e-01  6.6672288e-01  6.9258331e-01  6.9258331e-01  6.9258331e-01  7.1180702e-01  7.0119263e-01  6.9258331e-01  6.6672288e-01  3.3522374e-01  3.3461444e-01  2.4020867e+01
 3.6396949e-01  4.3474176e-01  7.9812094e-01  8.2502538e-01  8.2502538e-01  8.2502538e-01  8.4461710e-01  8.3390696e-01  8.2502538e-01  7.9812094e-01  4.3474176e-01  3.6396949e-01  2.8417317e+01
 4.0841897e-01  5.8907948e-01  9.8753311e-01  1.0142089e+00  1.0142089e+00  1.0142089e+00  1.0342689e+00  1.0234391e+00  1.0142089e+00  9.8753311e-01  5.8907948e-01  4.0841897e-01  3.4663145e+01
 4.5881812e-01  7.6493671e-01  1.1892613e+00  1.2136215e+00  1.2136215e+00  1.2136215e+00  1.2341236e+00  1.2231832e+00  1.2136215e+00  1.1892613e+00  7.6493671e-01  4.5881812e-01  4.1215086e+01
 5.1877775e-01  9.7065100e-01  1.4126762e+00  1.4321606e+00  1.4321606e+00  1.4321606e+00  1.4531046e+00  1.4420555e+00  1.4321606e+00  1.4126762e+00  9.7065100e-01  5.1877775e-01  4.8369506e+01
 5.8142450e-01  1.1782108e+00  1.6287482e+00  1.6413444e+00  1.6413444e+00  1.6413444e+00  1.6626807e+00  1.6515370e+00  1.6413444e+00  1.6287482e+00  1.1782108e+00  5.8142450e-01  5.5200395e+01
 6.5818058e-01  1.4197925e+00  1.8721452e+00  1.8745494e+00  1.8745494e+00  1.8745494e+00  1.8962970e+00  1.8850557e+00  1.8745494e+00  1.8721452e+00  1.4197925e+00  6.5818058e-01  6.2803226e+01
 7.4349113e-01  1.6707627e+00  2.1187344e+00  2.1082866e+00  2.1082866e+00  2.1082866e+00  2.1304256e+00  2.1190930e+00  2.1082866e+00  2.1187344e+00  1.6707627e+00  7.4349113e-01  7.0416545e+01
 8.4340584e-01  1.9416233e+00  2.3802625e+00  2.3534907e+00  2.3534907e+00  2.3534907e+00  2.3760238e+00  2.3646006e+00  2.3534907e+00  2.3802625e+00  1.9416233e+00  8.4340584e-01  7.8401885e+01
 9.4650254e-01  2.1967583e+00  2.6240796e+00  2.5796458e+00  2.5796458e+00  2.5796458e+00  2.6025309e+00  2.5910282e+00  2.5796458e+00  2.6240796e+00  2.1967583e+00  9.4650254e-01  8.5770095e+01
 1.0714882e+00  2.4762560e+00  2.8900710e+00  2.8237164e+00  2.8237164e+00  2.8237164e+00  2.8469727e+00  2.8353873e+00  2.8237164e+00  2.8900710e+00  2.4762560e+00  1.0714882e+00  9.3729954e+01
 1.2090864e+00  2.7508941e+00  3.1518177e+00  3.0612074e+00  3.0612074e+00  3.0612074e+00  3.0848188e+00  3.0731554e+00  3.0612074e+00  3.1518177e+00  2.7508941e+00  1.2090864e+00  1.0148730e+02
 1.3688607e+00  3.0327083e+00  3.4222920e+00  3.3038175e+00  3.3038175e+00  3.3038175e+00  3.3277880e+00  3.3160469e+00  3.3038175e+00  3.4222920e+00  3.0327083e+00  1.3688607e+00  1.0942835e+02
 1.5324676e+00  3.2865165e+00  3.6687851e+00  3.5224210e+00  3.5224210e+00  3.5224210e+00  3.5467138e+00  3.5349039e+00  3.5224210e+00  3.6687851e+00  3.2865165e+00  1.5324676e+00  1.1660143e+02
 1.7294115e+00  3.5533644e+00  3.9322736e+00  3.7534295e+00  3.7534295e+00  3.7534295e+00  3.7780633e+00  3.7661815e+00  3.7534295e+00  3.9322736e+00  3.5533644e+00  1.7294115e+00  1.2420367e+02
 1.9447562e+00  3.8054466e+00  4.1866761e+00  3.9738059e+00  3.9738059e+00  3.9738059e+00  3.9987671e+00  3.9868172e+00  3.9738059e+00  4.1866761e+00  3.8054466e+00  1.9447562e+00  1.3148092e+02
 2.1931870e+00  4.0546349e+00  4.4450175e+00  4.1948443e+00  4.1948443e+00  4.1948443e+00  4.2201378e+00  4.2081196e+00  4.1948443e+00  4.4450175e+00  4.0546349e+00  2.1931870e+00  1.3880849e+02
 2.4460495e+00  4.2713852e+00  4.6768062e+00  4.3907322e+00  4.3907322e+00  4.3907322e+00  4.4163247e+00  4.4042458e+00  4.3907322e+00  4.6768062e+00  4.2713852e+00  2.4460495e+00  1.4532971e+02
 2.7486897e+00  4.4917643e+00  4.9210480e+00  4.5945637e+00  4.5945637e+00  4.5945637e+00  4.6204736e+00  4.6083311e+00  4.5945637e+00  4.9210480e+00  4.4917643e+00  2.7486897e+00  1.5214671e+02
 3.0777311e+00  4.6930075e+00  5.1536528e+00  4.7861183e+00  4.7861183e+00  4.7861183e+00  4.8123336e+00  4.8001306e+00  4.7861183e+00  5.1536528e+00  4.6930075e+00  3.0777311e+00  1.5858633e+02
 3.4552398e+00  4.8852623e+00  5.3868294e+00  4.9755085e+00  4.9755085e+00  4.9755085e+00  5.0020346e+00  4.9897707e+00  4.9755085e+00  5.3868294e+00  4.8852623e+00  3.4552398e+00  1.6498940e+02
 3.8374945e+00  5.0469055e+00  5.5935721e+00  5.1411044e+00  5.1411044e+00  5.1411044e+00  5.1679108e+00  5.1555926e+00  5.1411044e+00  5.5935721e+00  5.0469055e+00  3.8374945e+00  1.7062168e+02
 4.2927112e+00  5.2055907e+00  5.8089996e+00  5.3111943e+00  5.3111943e+00  5.3111943e+00  5.3382988e+00  5.3259235e+00  5.3111943e+00  5.8089996e+00  5.2055907e+00  4.2927112e+00  1.7644423e+02
 4.7851770e+00  5.3450461e+00  6.0119217e+00  5.4689643e+00  5.4689643e+00  5.4689643e+00  5.4963563e+00  5.4839265e+00  5.4689643e+00  6.0119217e+00  5.3450461e+00  4.7851770e+00  1.8188387e+02
 5.3474310e+00  5.4727857e+00  6.2131920e+00  5.6229364e+00  5.6229364e+00  5.6229364e+00  5.6506215e+00  5.6381368e+00  5.6229364e+00  6.2131920e+00  5.4727857e+00  5.3474310e+00  1.8723419e+02
 5.9141329e+00  5.5753696e+00  6.3898625e+00  5.7558688e+00  5.7558688e+00  5.7558688e+00  5.7838187e+00  5.7712848e+00  5.7558688e+00  6.3898625e+00  5.5753696e+00  5.9141329e+00  1.9189162e+02
 1.8522424e-01  5.9909735e-02  2.1354146e-01  2.3756687e-01  2.3756687e-01  2.3756687e-01  2.5824847e-01  2.4654742e-01  2.3756687e-01  2.1354146e-01  5.9909735e-02  1.8522424e-01  8.3950420e+00
 1.9902874e-01  1.0414763e-01  3.0479623e-01  3.3348838e-01  3.3348838e-01  3.3348838e-01  3.5490557e-01  3.4297045e-01  3.3348838e-01  3.0479623e-01  1.0414763e-01  1.9902874e-01  1.1613380e+01
 2.1285045e-01  1.5090947e-01  3.8806755e-01  4.1967052e-01  4.1967052e-01  4.1967052e-01  4.4163021e-01  4.2952696e-01  4.1967052e-01  3.8806755e-01  1.5090947e-01  2.1285045e-01  1.4474534e+01
 2.3030037e-01  2.1317145e-01  4.8717651e-01  5.2092734e-01  5.2092734e-01  5.2092734e-01  5.4343505e-01  5.3116573e-01  5.2092734e-01  4.8717651e-01  2.1317145e-01  2.3030037e-01  1.7809427e+01
 2.5078288e-01  2.8954618e-01  5.9741464e-01  6.3217283e-01  6.3217283e-01  6.3217283e-01  6.5520721e-01  6.4278176e-01  6.3217283e-01  5.9741464e-01  2.8954618e-01  2.5078288e-01  2.1447990e+01
 2.7316578e-01  3.7543565e-01  7.1171566e-01  7.4622517e-01  7.4622517e-01  7.4622517e-01  7.6974179e-01  7.5717629e-01  7.4622517e-01  7.1171566e-01  3.7543565e-01  2.7316578e-01  2.5157099e+01
 3.0730345e-01  5.0825082e-01  8.7530150e-01  9.0751078e-01  9.0751078e-01  9.0751078e-01  9.3163870e-01  9.1889959e-01  9.0751078e-01  8.7530150e-01  5.0825082e-01  3.0730345e-01  3.0374118e+01
 3.4629433e-01  6.5897953e-01  1.0481671e+00  1.0758096e+00  1.0758096e+00  1.0758096e+00  1.1005123e+00  1.0876138e+00  1.0758096e+00  1.0481671e+00  6.5897953e-01  3.4629433e-01  3.5791266e+01
 3.9300262e-01  8.3446084e-01  1.2381573e+00  1.2585864e+00  1.2585864e+00  1.2585864e+00  1.2838610e+00  1.2708077e+00  1.2585864e+00  1.2381573e+00  8.3446084e-01  3.9300262e-01  4.1651504e+01
 4.4212013e-01  1.0105903e+00  1.4205732e+00  1.4321570e+00  1.4321570e+00  1.4321570e+00  1.4579378e+00  1.4447503e+00  1.4321570e+00  1.4205732e+00  1.0105903e+00  4.4212013e-01  4.7200223e+01
 5.0267997e-01  1.2144070e+00  1.6246081e+00  1.6242869e+00  1.6242869e+00  1.6242869e+00  1.6505964e+00  1.6372717e+00  1.6242869e+00  1.6246081e+00  1.2144070e+00  5.0267997e-01  5.3328881e+01
 5.7041919e-01  1.4247797e+00  1.8298485e+00  1.8155838e+00  1.8155838e+00  1.8155838e+00  1.8423949e+00  1.8289427e+00  1.8155838e+00  1.8298485e+00  1.4247797e+00  5.7041919e-01  5.9421411e+01
 6.5026059e-01  1.6502326e+00  2.0459878e+00  2.0150557e+00  2.0150557e+00  2.0150557e+00  2.0423698e+00  2.0287924e+00  2.0150557e+00  2.0459878e+00  1.6502326e+00  6.5026059e-01  6.5768213e+01
 7.3315222e-01  1.8610412e+00  2.2461228e+00  2.1980458e+00  2.1980458e+00  2.1980458e+00  2.2258082e+00  2.2121213e+00  2.1980458e+00  2.2461228e+00  1.8610412e+00  7.3315222e-01  7.1588242e+01
 8.3425765e-01  2.0901821e+00  2.4629994e+00  2.3945709e+00  2.3945709e+00  2.3945709e+00  2.4228043e+00  2.4090045e+00  2.3945709e+00  2.4629994e+00  2.0901821e+00  8.3425765e-01  7.7839244e+01
 9.4626113e-01  2.3134198e+00  2.6749590e+00  2.5849210e+00  2.5849210e+00  2.5849210e+00  2.6136039e+00  2.5996982e+00  2.5849210e+00  2.6749590e+00  2.3134198e+00  9.4626113e-01  8.3897060e+01
 1.0771311e+00  2.5403918e+00  2.8924876e+00  2.7785514e+00  2.7785514e+00  2.7785514e+00  2.8076875e+00  2.7936771e+00  2.7785514e+00  2.8924876e+00  2.5403918e+00  1.0771311e+00  9.0065255e+01
 1.2119535e+00  2.7428586e+00  3.0894092e+00  2.9523594e+00  2.9523594e+00  2.9523594e+00  2.9819012e+00  2.9677987e+00  2.9523594e+00  3.0894092e+00  2.7428586e+00  1.2119535e+00  9.5609398e+01
 1.3752258e+00  2.9535665e+00  3.2985124e+00  3.1353918e+00  3.1353918e+00  3.1353918e+00  3.1653616e+00  3.1511636e+00  3.1353918e+00  3.2985124e+00  2.9535665e+00  1.3752258e+00  1.0145770e+02
 1.5548514e+00  3.1503830e+00  3.4990229e+00  3.3094232e+00  3.3094232e+00  3.3094232e+00  3.3398031e+00  3.3255151e+00  3.3094232e+00  3.4990229e+00  3.1503830e+00  1.5548514e+00  1.0703016e+02
 1.7633531e+00  3.3425640e+00  3.7012249e+00  3.4834416e+00  3.4834416e+00  3.4834416e+00  3.5142364e+00  3.4998589e+00  3.4834416e+00  3.7012249e+00  3.3425640e+00  1.7633531e+00  1.1261610e+02
 1.9768398e+00  3.5075617e+00  3.8814044e+00  3.6372315e+00  3.6372315e+00  3.6372315e+00  3.6683990e+00  3.6539423e+00  3.6372315e+00  3.8814044e+00  3.5075617e+00  1.9768398e+00  1.1756644e+02
 2.2338637e+00  3.6729542e+00  4.0699577e+00  3.7968486e+00  3.7968486e+00  3.7968486e+00  3.8284106e+00  3.8138715e+00  3.7968486e+00  4.0699577e+00  3.6729542e+00  2.2338637e+00  1.2272034e+02
