 1.000000e-03	 1.073120e-13	 1.150513e-14	 9.528719e-14	 9.528719e-14	 0.000000e+00	 0.000000e+00	 1.073120e-13	 1.150513e-14	 0.000000e+00
 3.981072e-03	 1.338026e-11	 1.437035e-12	 1.187813e-11	 1.187813e-11	 0.000000e+00	 0.000000e+00	 1.338026e-11	 1.437035e-12	 0.000000e+00
 1.584893e-02	 1.621528e-09	 1.753580e-10	 1.438137e-09	 1.438137e-09	 0.000000e+00	 0.000000e+00	 1.621528e-09	 1.753580e-10	 0.000000e+00
 6.309573e-02	 1.761421e-07	 1.956134e-08	 1.556447e-07	 1.556447e-07	 0.000000e+00	 0.000000e+00	 1.761421e-07	 1.956134e-08	 0.000000e+00
 2.511886e-01	 1.304123e-05	 1.589713e-06	 1.136267e-05	 1.136267e-05	 0.000000e+00	 0.000000e+00	 1.304123e-05	 1.589713e-06	 0.000000e+00
 1.000000e+00	 3.485251e-04	 5.446123e-05	 2.893437e-04	 2.893437e-04	 0.000000e+00	 0.000000e+00	 3.485251e-04	 5.446123e-05	 0.000000e+00
 3.981072e+00	 1.926348e-03	 4.349520e-04	 1.406665e-03	 1.406665e-03	 0.000000e+00	 0.000000e+00	 1.926348e-03	 4.349520e-04	 0.000000e+00
 1.584893e+01	 2.764041e-03	 7.197286e-04	 1.671992e-03	 1.671992e-03	 0.000000e+00	 0.000000e+00	 2.764041e-03	 7.197286e-04	 0.000000e+00
 6.309573e+01	 1.833166e-03	 3.285436e-04	 1.077260e-03	 1.077260e-03	 0.000000e+00	 0.000000e+00	 1.833166e-03	 3.285436e-04	 0.000000e+00
 2.511886e+02	 9.155067e-04	 8.269470e-05	 6.105822e-04	 6.105822e-04	 0.000000e+00	 0.000000e+00	 9.155067e-04	 8.269470e-05	 0.000000e+00
 1.000000e+03	 3.979960e-04	 1.906265e-05	 2.956551e-04	 2.956551e-04	 0.000000e+00	 0.000000e+00	 3.979960e-04	 1.906265e-05	 0.000000e+00
