PdfType: central
Format: lhagrid1
---
1.000000e-05 4.000000e-05 6.700000e-05 1.000000e-04 1.400000e-04 2.000000e-04 3.000000e-04 4.500000e-04 6.700000e-04 1.000000e-03 1.400000e-03 2.000000e-03 3.000000e-03 4.500000e-03 6.700000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.500000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.500000e-01 5.000000e-01 5.500000e-01 6.000000e-01 6.500000e-01 7.000000e-01 7.500000e-01 8.000000e-01 8.500000e-01 9.000000e-01 9.500000e-01 1.000000e+00
8.944272e-01 1.000000e+00 1.118034e+00 1.224745e+00 1.414214e+00 1.581139e+00 2.000000e+00 2.529822e+00 3.162278e+00 3.872983e+00 5.000000e+00 6.324555e+00 8.000000e+00 1.000000e+01 1.341641e+01 1.788854e+01 2.408319e+01 3.162278e+01 4.242641e+01 5.656854e+01 7.615773e+01 1.000000e+02 1.341641e+02 1.788854e+02 2.408319e+02 3.162278e+02 4.242641e+02 5.656854e+02 7.615773e+02 1.000000e+03
-2 -1 1 2 3 21
-1.7968000e-03  4.3961004e-05 -1.0013000e-05  9.1514000e-04 -3.6857000e-03  7.7182993e-04
-1.7992000e-03  8.2941000e-05 -5.3689000e-06  9.0346000e-04 -3.7073000e-03  4.4953000e-07
-1.8048000e-03  1.1482000e-04 -4.0067953e-07  8.9195000e-04 -3.7293000e-03 -7.1799006e-04
-1.8115000e-03  1.3641002e-04  3.8414051e-06  8.8269999e-04 -3.7479000e-03 -1.2633006e-03
-1.8255000e-03  1.6355004e-04  1.0787017e-05  8.6837997e-04 -3.7783001e-03 -2.0449014e-03
-1.8411000e-03  1.7784001e-04  1.6817006e-05  8.5715999e-04 -3.8048000e-03 -2.5505004e-03
-1.8795000e-03  1.9707000e-04  3.0007000e-05  8.3401000e-04 -3.8631000e-03 -3.4340000e-03
-1.9239000e-03  2.0472000e-04  4.3564997e-05  8.1156000e-04 -3.9239000e-03 -4.0889999e-03
-1.9704000e-03  2.0337000e-04  5.6667006e-05  7.9085999e-04 -3.9838000e-03 -4.5080001e-03
-2.0158000e-03  1.9616000e-04  6.8700995e-05  7.7255001e-04 -4.0397000e-03 -4.7249999e-03
-2.0772000e-03  1.7989000e-04  8.4436000e-05  7.4982000e-04 -4.1124000e-03 -4.7693000e-03
-2.1367000e-03  1.5951000e-04  9.9329997e-05  7.2922000e-04 -4.1810000e-03 -4.6161000e-03
-2.1983000e-03  1.3505000e-04  1.1433000e-04  7.0902000e-04 -4.2505000e-03 -4.2999000e-03
-2.2584000e-03  1.0855000e-04  1.2863000e-04  6.9018000e-04 -4.3173000e-03 -3.8552000e-03
-2.3395000e-03  6.9486977e-05  1.4755001e-04  6.6587999e-04 -4.4063000e-03 -3.0642995e-03
-2.4207999e-03  2.7319031e-05  1.6610999e-04  6.4260002e-04 -4.4942999e-03 -2.0753007e-03
-2.5062000e-03 -1.9713006e-05  1.8533000e-04  6.1904000e-04 -4.5858000e-03 -8.4116983e-04
-2.5856000e-03 -6.5405019e-05  2.0293001e-04  5.9787999e-04 -4.6701000e-03  4.6857058e-04
-2.6722000e-03 -1.1709001e-04  2.2192000e-04  5.7546999e-04 -4.7613000e-03  2.0645004e-03
-2.7576000e-03 -1.6971999e-04  2.4048000e-04  5.5395000e-04 -4.8507000e-03  3.8012997e-03
-2.8464000e-03 -2.2592000e-04  2.5963000e-04  5.3210000e-04 -4.9432000e-03  5.7687999e-03
-2.9281000e-03 -2.7874000e-04  2.7714000e-04  5.1243000e-04 -5.0278000e-03  7.7173000e-03
-3.0165000e-03 -3.3696003e-04  2.9598001e-04  4.9154999e-04 -5.1190000e-03  9.9691013e-03
-3.1029999e-03 -3.9497996e-04  3.1436999e-04  4.7145001e-04 -5.2078999e-03  1.2315998e-02
-3.1925000e-03 -4.5583001e-04  3.3331000e-04  4.5100000e-04 -5.2995000e-03  1.4884000e-02
-3.2743000e-03 -5.1221002e-04  3.5061001e-04  4.3254999e-04 -5.3830000e-03  1.7356001e-02
-3.3624000e-03 -5.7361002e-04  3.6921000e-04  4.1293000e-04 -5.4727000e-03  2.0147001e-02
-3.4484000e-03 -6.3412999e-04  3.8735000e-04  3.9400000e-04 -5.5600000e-03  2.2997000e-02
-3.5369000e-03 -6.9704000e-04  4.0603000e-04  3.7471000e-04 -5.6496000e-03  2.6059000e-02
-3.6176000e-03 -7.5486000e-04  4.2308000e-04  3.5729000e-04 -5.7312000e-03  2.8964000e-02
-2.1982000e-03  1.7255001e-04 -3.9723999e-05  8.7998000e-04 -4.5140000e-03  8.6186992e-04
-2.2128000e-03  2.3148000e-04 -2.3660000e-05  8.3835000e-04 -4.5422000e-03 -3.0444000e-08
-2.2330000e-03  2.7802000e-04 -6.9165985e-06  7.9904000e-04 -4.5731000e-03 -7.3771006e-04
-2.2529000e-03  3.0843003e-04  7.1207165e-06  7.6839997e-04 -4.6004000e-03 -1.2497005e-03
-2.2895001e-03  3.4501005e-04  2.9722053e-05  7.2239990e-04 -4.6463001e-03 -1.8978010e-03
-2.3236000e-03  3.6397001e-04  4.8662019e-05  6.8779997e-04 -4.6857000e-03 -2.2485002e-03
-2.4024000e-03  3.8755000e-04  8.9404000e-05  6.1850000e-04 -4.7727000e-03 -2.6751000e-03
-2.4880000e-03  3.9419000e-04  1.3059999e-04  5.5346001e-04 -4.8635000e-03 -2.7191000e-03
-2.5737000e-03  3.8861999e-04  1.6990002e-04  4.9499997e-04 -4.9520000e-03 -2.4387997e-03
-2.6542000e-03  3.7574001e-04  2.0561998e-04  4.4429002e-04 -5.0337000e-03 -1.9354002e-03
-2.7579000e-03  3.5170000e-04  2.5150000e-04  3.8280000e-04 -5.1372000e-03 -1.0104000e-03
-2.8547000e-03  3.2379001e-04  2.9431999e-04  3.2814001e-04 -5.2326000e-03  8.8978763e-05
-2.9525000e-03  2.9122000e-04  3.3710000e-04  2.7529000e-04 -5.3281000e-03  1.4143000e-03
-3.0459000e-03  2.5677000e-04  3.7765000e-04  2.2663000e-04 -5.4187000e-03  2.8678000e-03
-3.1692001e-03  2.0715997e-04  4.3089003e-04  1.6458997e-04 -5.5375001e-03  5.0516013e-03
-3.2896999e-03  1.5492004e-04  4.8276996e-04  1.0590004e-04 -5.6529999e-03  7.4642982e-03
-3.4137000e-03  9.7952993e-05  5.3610001e-04  4.7172993e-05 -5.7712000e-03  1.0221000e-02
-3.5265000e-03  4.3750978e-05  5.8468002e-04 -5.0446200e-06 -5.8783000e-03  1.2964001e-02
-3.6472000e-03 -1.6364015e-05  6.3677001e-04 -5.9836013e-05 -5.9924000e-03  1.6140001e-02
-3.7641000e-03 -7.6404991e-05  6.8741999e-04 -1.1201999e-04 -6.1025000e-03  1.9448999e-02
-3.8835000e-03 -1.3932000e-04  7.3941000e-04 -1.6457000e-04 -6.2146000e-03  2.3064000e-02
-3.9914000e-03 -1.9742000e-04  7.8671000e-04 -2.1155000e-04 -6.3157000e-03  2.6535000e-02
-4.1063001e-03 -2.6037003e-04  8.3739003e-04 -2.6108003e-04 -6.4229001e-03  3.0442002e-02
-4.2169999e-03 -3.2202995e-04  8.8663996e-04 -3.0845996e-04 -6.5259999e-03  3.4414997e-02
-4.3297000e-03 -3.8561001e-04  9.3717001e-04 -3.5636001e-04 -6.6307000e-03  3.8668001e-02
-4.4312000e-03 -4.4357002e-04  9.8312002e-04 -3.9934002e-04 -6.7248000e-03  4.2683002e-02
-4.5390000e-03 -5.0568002e-04  1.0324000e-03 -4.4480001e-04 -6.8245000e-03  4.7136001e-02
-4.6427000e-03 -5.6592999e-04  1.0802000e-03 -4.8842999e-04 -6.9201000e-03  5.1607999e-02
-4.7479000e-03 -6.2755000e-04  1.1293000e-03 -5.3266000e-04 -7.0170000e-03  5.6340000e-02
-4.8425000e-03 -6.8332000e-04  1.1739000e-03 -5.7245000e-04 -7.1040000e-03  6.0765000e-02
-2.3697000e-03  2.6923001e-04 -6.1309998e-05  7.9501999e-04 -4.8644000e-03  8.7039992e-04
-2.3933000e-03  3.3893000e-04 -3.6118000e-05  7.3390000e-04 -4.8957000e-03 -6.2166000e-08
-2.4234000e-03  3.9331000e-04 -1.0037998e-05  6.7662000e-04 -4.9311000e-03 -7.0623005e-04
-2.4519000e-03  4.2850003e-04  1.1718025e-05  6.3222995e-04 -4.9626000e-03 -1.1667004e-03
-2.5026001e-03  4.7036006e-04  4.6575080e-05  5.6595986e-04 -5.0161001e-03 -1.6933007e-03
-2.5474000e-03  4.9242001e-04  7.5458028e-05  5.1651996e-04 -5.0612000e-03 -1.9308001e-03
-2.6487000e-03  5.2000000e-04  1.3724000e-04  4.1812000e-04 -5.1607000e-03 -2.0599000e-03
-2.7562000e-03  5.2828000e-04  1.9936999e-04  3.2641002e-04 -5.2639000e-03 -1.7394001e-03
-2.8620001e-03  5.2296999e-04  2.5835003e-04  2.4446996e-04 -5.3639000e-03 -1.0645995e-03
-2.9599000e-03  5.0967001e-04  3.1174998e-04  1.7371003e-04 -5.4556000e-03 -1.7007039e-04
-3.0838000e-03  4.8509000e-04  3.7991000e-04  8.8398000e-05 -5.5703000e-03  1.2642000e-03
-3.1980000e-03  4.5668001e-04  4.4318999e-04  1.2949016e-05 -5.6751000e-03  2.8475997e-03
-3.3122000e-03  4.2353000e-04  5.0623000e-04 -5.9747000e-05 -5.7793000e-03  4.6781000e-03
-3.4203000e-03  3.8854000e-04  5.6581000e-04 -1.2647000e-04 -5.8775000e-03  6.6271000e-03
-3.5617001e-03  3.3840997e-04  6.4383004e-04 -2.1127004e-04 -6.0053001e-03  9.4823017e-03
