 7.943282e-03  8.511380e-03  6.270373e-10  4.156997e-10  1.010581e-09
 8.511380e-03  9.120108e-03  7.060624e-10  4.754634e-10  1.139945e-09
 9.120108e-03  9.772372e-03  8.254496e-10  5.645147e-10  1.347875e-09
 9.772372e-03  1.047129e-02  9.556022e-10  6.115634e-10  1.501187e-09
 1.047129e-02  1.122018e-02  1.121663e-09  7.253803e-10  1.733323e-09
 1.122018e-02  1.202264e-02  1.264147e-09  8.119253e-10  2.023002e-09
 1.202264e-02  1.288250e-02  1.449175e-09  9.404580e-10  2.303989e-09
 1.288250e-02  1.380384e-02  1.617673e-09  1.087659e-09  2.683667e-09
 1.380384e-02  1.479108e-02  1.843398e-09  1.208111e-09  2.969101e-09
 1.479108e-02  1.584893e-02  2.151177e-09  1.426363e-09  3.434870e-09
 1.584893e-02  1.698244e-02  2.395061e-09  1.631383e-09  4.064491e-09
 1.698244e-02  1.819701e-02  2.869906e-09  1.876537e-09  4.540204e-09
 1.819701e-02  1.949845e-02  3.256052e-09  2.113388e-09  5.155945e-09
 1.949845e-02  2.089296e-02  3.664930e-09  2.432418e-09  5.979022e-09
 2.089296e-02  2.238721e-02  4.228450e-09  2.814250e-09  6.911350e-09
 2.238721e-02  2.398833e-02  4.742835e-09  3.251476e-09  7.774190e-09
 2.398833e-02  2.570396e-02  5.583691e-09  3.664529e-09  8.848709e-09
 2.570396e-02  2.754229e-02  6.361468e-09  4.223402e-09  1.027724e-08
 2.754229e-02  2.951209e-02  7.171223e-09  4.818264e-09  1.169261e-08
 2.951209e-02  3.162278e-02  8.357902e-09  5.395628e-09  1.322372e-08
 3.162278e-02  3.388442e-02  9.440530e-09  6.232086e-09  1.532751e-08
 3.388442e-02  3.630781e-02  1.078355e-08  7.088356e-09  1.741001e-08
 3.630781e-02  3.890451e-02  1.217808e-08  8.002384e-09  1.956589e-08
 3.890451e-02  4.168694e-02  1.383689e-08  9.126252e-09  2.235965e-08
 4.168694e-02  4.466836e-02  1.569897e-08  1.040143e-08  2.541038e-08
 4.466836e-02  4.786301e-02  1.770475e-08  1.177564e-08  2.906478e-08
 4.786301e-02  5.128614e-02  2.006671e-08  1.322150e-08  3.299722e-08
 5.128614e-02  5.495409e-02  2.267471e-08  1.490049e-08  3.715074e-08
 5.495409e-02  5.888437e-02  2.534948e-08  1.681426e-08  4.181114e-08
 5.888437e-02  6.309573e-02  2.866267e-08  1.882449e-08  4.677908e-08
 6.309573e-02  6.760830e-02  3.211641e-08  2.094133e-08  5.195715e-08
 6.760830e-02  7.244360e-02  3.560966e-08  2.343496e-08  5.835855e-08
 7.244360e-02  7.762471e-02  3.937676e-08  2.591667e-08  6.472812e-08
 7.762471e-02  8.317638e-02  4.342219e-08  2.859494e-08  7.182181e-08
 8.317638e-02  8.912509e-02  4.773285e-08  3.127102e-08  7.901254e-08
 8.912509e-02  9.549926e-02  5.214820e-08  3.392805e-08  8.610755e-08
 9.549926e-02  1.023293e-01  5.640681e-08  3.643432e-08  9.428116e-08
 1.023293e-01  1.096478e-01  6.004462e-08  3.891106e-08  1.011404e-07
 1.096478e-01  1.174898e-01  6.401559e-08  4.143944e-08  1.076634e-07
 1.174898e-01  1.258925e-01  6.692023e-08  4.329604e-08  1.138851e-07
 1.258925e-01  1.348963e-01  6.907680e-08  4.442395e-08  1.186013e-07
 1.348963e-01  1.445440e-01  7.010054e-08  4.537625e-08  1.218815e-07
 1.445440e-01  1.548817e-01  7.063611e-08  4.494807e-08  1.236565e-07
 1.548817e-01  1.659587e-01  6.889443e-08  4.369698e-08  1.216465e-07
 1.659587e-01  1.778279e-01  6.614151e-08  4.178206e-08  1.168262e-07
 1.778279e-01  1.905461e-01  6.139243e-08  3.868538e-08  1.101851e-07
 1.905461e-01  2.041738e-01  5.496581e-08  3.472796e-08  1.004567e-07
 2.041738e-01  2.187762e-01  4.791022e-08  2.985232e-08  8.874644e-08
 2.187762e-01  2.344229e-01  3.965153e-08  2.454375e-08  7.322792e-08
 2.344229e-01  2.511886e-01  3.020307e-08  1.860770e-08  5.717924e-08
 2.511886e-01  2.691535e-01  2.113700e-08  1.301927e-08  4.007694e-08
 2.691535e-01  2.884032e-01  1.243834e-08  7.591408e-09  2.414439e-08
 2.884032e-01  3.090295e-01  4.850098e-09  2.931836e-09  9.523996e-09
 3.090295e-01  3.311311e-01 -1.242034e-09 -2.473038e-09 -7.457715e-10
 3.311311e-01  3.548134e-01 -5.663103e-09 -1.126136e-08 -3.357945e-09
 3.548134e-01  3.801894e-01 -8.191451e-09 -1.655493e-08 -4.919064e-09
 3.801894e-01  4.073803e-01 -9.180764e-09 -1.839886e-08 -5.518707e-09
 4.073803e-01  4.365158e-01 -8.844058e-09 -1.769964e-08 -5.308651e-09
 4.365158e-01  4.677351e-01 -7.565103e-09 -1.526240e-08 -4.602753e-09
 4.677351e-01  5.011872e-01 -5.988716e-09 -1.198316e-08 -3.725289e-09
 5.011872e-01  5.370318e-01 -4.340241e-09 -8.414874e-09 -2.642573e-09
 5.370318e-01  5.754399e-01 -2.868937e-09 -5.464426e-09 -1.793577e-09
 5.754399e-01  6.165950e-01 -1.832108e-09 -3.321569e-09 -1.114197e-09
 6.165950e-01  6.606934e-01 -1.010522e-09 -1.728415e-09 -6.053917e-10
 6.606934e-01  7.079458e-01 -4.646667e-10 -8.094107e-10 -3.030458e-10
 7.079458e-01  7.585776e-01 -2.123041e-10 -3.611676e-10 -1.216651e-10
 7.585776e-01  8.128305e-01 -5.928565e-11 -1.134516e-10 -3.762514e-11
 8.128305e-01  8.709636e-01 -1.371466e-11 -2.424075e-11 -7.736643e-12
 8.709636e-01  9.332543e-01 -1.380653e-12 -3.005933e-12 -7.513703e-13
 9.332543e-01  1.000000e+00 -2.862122e-14 -3.423058e-14 -1.207259e-14
