 5.000000e-03  6.692867e-07  4.430981e-07  1.074550e-06
 1.500000e-02  1.988077e-06  1.315706e-06  3.194737e-06
 2.500000e-02  3.248549e-06  2.148287e-06  5.229522e-06
 3.500000e-02  4.415173e-06  2.916561e-06  7.126348e-06
 4.500000e-02  5.457173e-06  3.599645e-06  8.838886e-06
 5.500000e-02  6.349913e-06  4.181015e-06  1.032897e-05
 6.500000e-02  7.075811e-06  4.649155e-06  1.156807e-05
 7.500000e-02  7.624831e-06  4.997807e-06  1.253795e-05
 8.500000e-02  7.994357e-06  5.225890e-06  1.323113e-05
 9.500000e-02  8.188887e-06  5.337131e-06  1.365073e-05
 1.050000e-01  8.219621e-06  5.339650e-06  1.381152e-05
 1.150000e-01  8.102191e-06  5.245160e-06  1.373256e-05
 1.250000e-01  7.852606e-06  5.065262e-06  1.342784e-05
 1.350000e-01  7.491813e-06  4.814546e-06  1.292607e-05
 1.450000e-01  7.042004e-06  4.508224e-06  1.225943e-05
 1.550000e-01  6.525496e-06  4.161346e-06  1.146211e-05
 1.650000e-01  5.963742e-06  3.788161e-06  1.056828e-05
 1.750000e-01  5.376676e-06  3.401700e-06  9.611054e-06
 1.850000e-01  4.782132e-06  3.013420e-06  8.619716e-06
 1.950000e-01  4.195700e-06  2.633116e-06  7.623881e-06
 2.050000e-01  3.630121e-06  2.268668e-06  6.652018e-06
 2.150000e-01  3.092553e-06  1.924947e-06  5.712987e-06
 2.250000e-01  2.590666e-06  1.606339e-06  4.823097e-06
 2.350000e-01  2.129823e-06  1.315738e-06  3.994788e-06
 2.450000e-01  1.713306e-06  1.054711e-06  3.236697e-06
 2.550000e-01  1.342603e-06  8.237277e-07  2.554254e-06
 2.650000e-01  1.017632e-06  6.226548e-07  1.949720e-06
 2.750000e-01  7.361609e-07  4.494252e-07  1.419572e-06
 2.850000e-01  4.965940e-07  3.023508e-07  9.633487e-07
 2.950000e-01  2.955857e-07  1.794777e-07  5.766162e-07
 3.050000e-01  1.297739e-07  7.860157e-08  2.544817e-07
 3.150000e-01 -4.389202e-09 -8.687231e-09 -2.647483e-09
 3.250000e-01 -1.105011e-07 -2.188301e-07 -6.663081e-08
 3.350000e-01 -1.919909e-07 -3.816433e-07 -1.155761e-07
 3.450000e-01 -2.522509e-07 -5.030741e-07 -1.516484e-07
 3.550000e-01 -2.946004e-07 -5.892230e-07 -1.769396e-07
 3.650000e-01 -3.217787e-07 -6.449578e-07 -1.931453e-07
 3.750000e-01 -3.364467e-07 -6.752951e-07 -2.018952e-07
 3.850000e-01 -3.411257e-07 -6.851396e-07 -2.047172e-07
 3.950000e-01 -3.380277e-07 -6.788869e-07 -2.029459e-07
 4.050000e-01 -3.286683e-07 -6.595221e-07 -1.974801e-07
 4.150000e-01 -3.147231e-07 -6.323419e-07 -1.893181e-07
 4.250000e-01 -2.977552e-07 -5.988607e-07 -1.794834e-07
 4.350000e-01 -2.789050e-07 -5.605224e-07 -1.683860e-07
 4.450000e-01 -2.588028e-07 -5.192186e-07 -1.564890e-07
 4.550000e-01 -2.383261e-07 -4.769386e-07 -1.443811e-07
 4.650000e-01 -2.178114e-07 -4.345042e-07 -1.322386e-07
 4.750000e-01 -1.976461e-07 -3.927927e-07 -1.202822e-07
 4.850000e-01 -1.784155e-07 -3.529540e-07 -1.088740e-07
 4.950000e-01 -1.601104e-07 -3.151096e-07 -9.798519e-08
 5.050000e-01 -1.428857e-07 -2.796108e-07 -8.770486e-08
 5.150000e-01 -1.270665e-07 -2.470554e-07 -7.824186e-08
 5.250000e-01 -1.124019e-07 -2.170631e-07 -6.943182e-08
 5.350000e-01 -9.903474e-08 -1.898715e-07 -6.137327e-08
 5.450000e-01 -8.699513e-08 -1.655127e-07 -5.409056e-08
 5.550000e-01 -7.605062e-08 -1.435651e-07 -4.743267e-08
 5.650000e-01 -6.636242e-08 -1.242693e-07 -4.151680e-08
 5.750000e-01 -5.767471e-08 -1.071400e-07 -3.618175e-08
 5.850000e-01 -5.005723e-08 -9.226926e-08 -3.147724e-08
 5.950000e-01 -4.338078e-08 -7.945176e-08 -2.733124e-08
 6.050000e-01 -3.729167e-08 -6.790036e-08 -2.353092e-08
 6.150000e-01 -3.185826e-08 -5.769625e-08 -2.012607e-08
 6.250000e-01 -2.713677e-08 -4.890274e-08 -1.715584e-08
 6.350000e-01 -2.323507e-08 -4.167476e-08 -1.469053e-08
 6.450000e-01 -1.973203e-08 -3.525436e-08 -1.247360e-08
 6.550000e-01 -1.659988e-08 -2.956555e-08 -1.048878e-08
 6.650000e-01 -1.389026e-08 -2.468323e-08 -8.768836e-09
 6.750000e-01 -1.169401e-08 -2.075571e-08 -7.369042e-09
 6.850000e-01 -9.779019e-09 -1.734907e-08 -6.149433e-09
 6.950000e-01 -8.066565e-09 -1.431410e-08 -5.061508e-09
 7.050000e-01 -6.604451e-09 -1.173245e-08 -4.133297e-09
 7.150000e-01 -5.455600e-09 -9.718376e-09 -3.401374e-09
 7.250000e-01 -4.459095e-09 -7.969146e-09 -2.769426e-09
 7.350000e-01 -3.577887e-09 -6.416776e-09 -2.213878e-09
 7.450000e-01 -2.848844e-09 -5.131720e-09 -1.755273e-09
 7.550000e-01 -2.303986e-09 -4.175399e-09 -1.410570e-09
 7.650000e-01 -1.818290e-09 -3.312085e-09 -1.106566e-09
 7.750000e-01 -1.403870e-09 -2.570227e-09 -8.494360e-10
 7.850000e-01 -1.088325e-09 -2.007590e-09 -6.542179e-10
 7.950000e-01 -8.483549e-10 -1.579014e-09 -5.062965e-10
 8.050000e-01 -6.334968e-10 -1.187889e-09 -3.758734e-10
 8.150000e-01 -4.653020e-10 -8.796581e-10 -2.744213e-10
 8.250000e-01 -3.539171e-10 -6.766985e-10 -2.070127e-10
 8.350000e-01 -2.546692e-10 -4.910544e-10 -1.480998e-10
 8.450000e-01 -1.762974e-10 -3.425324e-10 -1.020482e-10
 8.550000e-01 -1.282462e-10 -2.519217e-10 -7.375232e-11
 8.650000e-01 -8.875171e-11 -1.755610e-10 -5.089347e-11
 8.750000e-01 -5.714313e-11 -1.132693e-10 -3.285191e-11
 8.850000e-01 -3.987606e-11 -7.912526e-11 -2.308638e-11
 8.950000e-01 -2.684750e-11 -5.294285e-11 -1.575158e-11
 9.050000e-01 -1.598621e-11 -3.077153e-11 -9.662851e-12
 9.150000e-01 -1.225135e-11 -2.228332e-11 -7.863024e-12
 9.250000e-01 -7.667909e-12 -1.349927e-11 -5.074270e-12
 9.350000e-01 -2.672677e-12 -4.652831e-12 -1.785111e-12
 9.450000e-01 -5.406876e-13 -9.359103e-13 -3.626032e-13
 9.550000e-01 -5.468648e-14 -9.439015e-14 -3.672690e-14
 9.650000e-01 -3.089057e-15 -5.316615e-15 -2.077522e-15
 9.750000e-01 -6.552547e-17 -1.124568e-16 -4.413082e-17
 9.850000e-01 -1.871361e-19 -3.202599e-19 -1.262112e-19
