 1.035142e-03  1.418857e-07  1.032523e-07  1.589846e-07
 1.109175e-03  1.528078e-07  1.119546e-07  1.715195e-07
 1.188502e-03  1.645691e-07  1.213073e-07  1.850305e-07
 1.273503e-03  1.772243e-07  1.312419e-07  1.996035e-07
 1.364583e-03  1.908583e-07  1.418465e-07  2.152206e-07
 1.462177e-03  2.055666e-07  1.535577e-07  2.321428e-07
 1.566751e-03  2.213641e-07  1.660020e-07  2.503906e-07
 1.678804e-03  2.383727e-07  1.795637e-07  2.701815e-07
 1.798871e-03  2.566741e-07  1.941939e-07  2.913939e-07
 1.927525e-03  2.763737e-07  2.097776e-07  3.142434e-07
 2.065380e-03  2.975631e-07  2.268901e-07  3.401149e-07
 2.213095e-03  3.203837e-07  2.451525e-07  3.680986e-07
 2.371374e-03  3.449350e-07  2.650036e-07  3.983394e-07
 2.540973e-03  3.713632e-07  2.864277e-07  4.309982e-07
 2.722701e-03  3.995018e-07  3.095939e-07  4.661251e-07
 2.917427e-03  4.301045e-07  3.345938e-07  5.042708e-07
 3.126079e-03  4.632383e-07  3.615380e-07  5.454777e-07
 3.349654e-03  4.984769e-07  3.906678e-07  5.899792e-07
 3.589219e-03  5.365488e-07  4.221493e-07  6.382524e-07
 3.845918e-03  5.776043e-07  4.559535e-07  6.901735e-07
 4.120975e-03  6.219127e-07  4.924976e-07  7.462635e-07
 4.415704e-03  6.693978e-07  5.323192e-07  8.066231e-07
 4.731513e-03  7.204937e-07  5.748233e-07  8.720053e-07
 5.069907e-03  7.754175e-07  6.207202e-07  9.426041e-07
 5.432503e-03  8.345297e-07  6.704773e-07  1.018836e-06
 5.821032e-03  8.980581e-07  7.221142e-07  1.101047e-06
 6.237348e-03  9.663831e-07  7.751256e-07  1.189783e-06
 6.683439e-03  1.039840e-06  8.321715e-07  1.285522e-06
 7.161434e-03  1.118829e-06  8.932849e-07  1.388868e-06
 7.673615e-03  1.203736e-06  9.588326e-07  1.500280e-06
 8.222426e-03  1.295043e-06  1.029212e-06  1.620436e-06
 8.810489e-03  1.393110e-06  1.104663e-06  1.749991e-06
 9.440609e-03  1.498769e-06  1.185626e-06  1.889671e-06
 1.011579e-02  1.611649e-06  1.272339e-06  2.040112e-06
 1.083927e-02  1.733261e-06  1.365351e-06  2.202109e-06
 1.161449e-02  1.863771e-06  1.465044e-06  2.376622e-06
 1.244515e-02  2.003790e-06  1.571929e-06  2.564439e-06
 1.333521e-02  2.153994e-06  1.686307e-06  2.766461e-06
 1.428894e-02  2.315024e-06  1.808539e-06  2.983642e-06
 1.531087e-02  2.487697e-06  1.939668e-06  3.217033e-06
 1.640590e-02  2.672706e-06  2.079874e-06  3.467711e-06
 1.757924e-02  2.870498e-06  2.229570e-06  3.736777e-06
 1.883649e-02  3.082005e-06  2.389540e-06  4.025192e-06
 2.018366e-02  3.307979e-06  2.560417e-06  4.334105e-06
 2.162719e-02  3.549197e-06  2.742641e-06  4.664795e-06
 2.317395e-02  3.806275e-06  2.936818e-06  5.018123e-06
 2.483133e-02  4.080135e-06  3.143223e-06  5.395005e-06
 2.660725e-02  4.371131e-06  3.362752e-06  5.796334e-06
 2.851018e-02  4.679674e-06  3.596568e-06  6.222874e-06
 3.054921e-02  5.006290e-06  3.843518e-06  6.675142e-06
 3.273407e-02  5.351070e-06  4.103783e-06  7.153522e-06
 3.507519e-02  5.713984e-06  4.378837e-06  7.657423e-06
 3.758374e-02  6.094749e-06  4.669111e-06  8.186612e-06
 4.027170e-02  6.492544e-06  4.971590e-06  8.740126e-06
 4.315191e-02  6.906409e-06  5.288645e-06  9.315906e-06
 4.623810e-02  7.333748e-06  5.617767e-06  9.911185e-06
 4.954502e-02  7.772703e-06  5.957411e-06  1.052196e-05
 5.308844e-02  8.219468e-06  6.306112e-06  1.114333e-05
 5.688529e-02  8.669988e-06  6.660638e-06  1.176815e-05
 6.095369e-02  9.118485e-06  7.018272e-06  1.238835e-05
 6.531306e-02  9.557826e-06  7.374309e-06  1.299350e-05
 6.998420e-02  9.979461e-06  7.723459e-06  1.357046e-05
 7.498942e-02  1.037369e-05  8.058679e-06  1.410417e-05
 8.035261e-02  1.072924e-05  8.371527e-06  1.457796e-05
 8.609938e-02  1.103113e-05  8.653737e-06  1.497142e-05
 9.225714e-02  1.126605e-05  8.893719e-06  1.526261e-05
 9.885531e-02  1.141772e-05  9.080520e-06  1.543080e-05
 1.059254e-01  1.147998e-05  9.210772e-06  1.546935e-05
 1.135011e-01  1.144296e-05  9.280024e-06  1.536742e-05
 1.216186e-01  1.126971e-05  9.252132e-06  1.506985e-05
 1.303167e-01  1.094430e-05  9.108962e-06  1.455483e-05
 1.396368e-01  1.045386e-05  8.835246e-06  1.380810e-05
 1.496236e-01  9.791389e-06  8.420088e-06  1.282277e-05
 1.603245e-01  8.959305e-06  7.822391e-06  1.160747e-05
 1.717908e-01  7.966746e-06  6.971622e-06  1.018231e-05
 1.840772e-01  6.838247e-06  6.017462e-06  8.588373e-06
 1.972423e-01  5.620928e-06  4.830282e-06  6.896356e-06
 2.113489e-01  4.381371e-06  3.456023e-06  5.206896e-06
 2.264644e-01  3.123001e-06  2.019680e-06  3.526423e-06
 2.426610e-01  1.910444e-06  6.066230e-07  2.095042e-06
 2.600160e-01  8.132132e-07 -6.813856e-07  1.071907e-06
 2.786121e-01 -1.109140e-07 -1.745905e-06  2.824279e-07
 2.985383e-01 -8.354057e-07 -2.557816e-06 -3.042672e-07
 3.198895e-01 -1.334334e-06 -3.080320e-06 -7.129500e-07
 3.427678e-01 -1.603147e-06 -3.286727e-06 -9.456195e-07
 3.672823e-01 -1.668463e-06 -3.221525e-06 -1.023625e-06
 3.935501e-01 -1.562419e-06 -2.912521e-06 -9.753604e-07
 4.216965e-01 -1.337475e-06 -2.448009e-06 -8.411227e-07
 4.518559e-01 -1.055682e-06 -1.915636e-06 -6.650167e-07
 4.841724e-01 -7.657681e-07 -1.383625e-06 -4.810253e-07
 5.188000e-01 -5.059076e-07 -9.117137e-07 -3.167833e-07
 5.559043e-01 -3.002538e-07 -5.380263e-07 -1.877319e-07
 5.956621e-01 -1.598096e-07 -2.842154e-07 -1.000892e-07
 6.382635e-01 -7.356336e-08 -1.297339e-07 -4.637165e-08
 6.839116e-01 -2.878814e-08 -4.968807e-08 -1.842059e-08
 7.328245e-01 -9.198363e-09 -1.524984e-08 -6.019626e-09
 7.852356e-01 -2.236674e-09 -3.479074e-09 -1.491492e-09
 8.413951e-01 -3.905272e-10 -6.043948e-10 -2.566277e-10
 9.015711e-01 -2.673354e-11 -4.987984e-11 -1.545000e-11
