 1.000000e-03  1.071519e-03  5.937876e-12 -2.260182e-11  3.525623e-11
 1.071519e-03  1.148154e-03  2.354875e-11 -3.135731e-11  3.982272e-11
 1.148154e-03  1.230269e-03  4.383887e-12 -1.898376e-11  2.852914e-11
 1.230269e-03  1.318257e-03  3.121991e-11 -3.250080e-11  4.080611e-10
 1.318257e-03  1.412538e-03  1.983282e-11  9.129223e-12  1.068594e-10
 1.412538e-03  1.513561e-03 -2.661489e-12 -4.790171e-11  9.611555e-11
 1.513561e-03  1.621810e-03  1.164502e-11 -1.803706e-11  6.599995e-11
 1.621810e-03  1.737801e-03  2.080969e-11 -6.789785e-12  1.184872e-10
 1.737801e-03  1.862087e-03  3.113434e-11 -5.189415e-11  6.891245e-10
 1.862087e-03  1.995262e-03  8.405924e-11 -6.406052e-10  1.230508e-10
 1.995262e-03  2.137962e-03  5.750574e-11 -4.157033e-11  1.567421e-10
 2.137962e-03  2.290868e-03  5.641276e-12 -3.949264e-11  1.046778e-10
 2.290868e-03  2.454709e-03  2.969390e-11 -8.345748e-11  1.837756e-10
 2.454709e-03  2.630268e-03  7.723682e-11 -5.115570e-11  1.483855e-10
 2.630268e-03  2.818383e-03  8.206817e-11 -1.384605e-09  1.498057e-10
 2.818383e-03  3.019952e-03  4.897770e-12 -7.333915e-11  2.844650e-10
 3.019952e-03  3.235937e-03  1.065864e-10 -1.380255e-10  2.791202e-10
 3.235937e-03  3.467369e-03  1.902813e-10 -4.138630e-11  3.446482e-10
 3.467369e-03  3.715352e-03  1.754666e-10 -4.786261e-11  3.615204e-10
 3.715352e-03  3.981072e-03  7.704279e-11  5.644389e-11  5.437217e-10
 3.981072e-03  4.265795e-03  2.405606e-10 -9.924417e-10  1.130588e-09
 4.265795e-03  4.570882e-03  2.777519e-10 -2.549370e-12  8.999576e-10
 4.570882e-03  4.897788e-03  1.805041e-10  3.328617e-11  6.096155e-10
 4.897788e-03  5.248075e-03  1.372519e-10  5.869169e-11  6.120642e-10
 5.248075e-03  5.623413e-03  4.507068e-10 -2.418704e-09  4.957057e-10
 5.623413e-03  6.025596e-03  1.500650e-10  1.500650e-10  6.022042e-10
 6.025596e-03  6.456542e-03  6.240226e-10 -1.986309e-11  1.876508e-09
 6.456542e-03  6.918310e-03  5.278655e-10 -5.092157e-09  2.444552e-09
 6.918310e-03  7.413102e-03  7.335595e-10  1.922778e-12  7.195125e-09
 7.413102e-03  7.943282e-03  5.255386e-10 -4.588674e-11  8.450520e-10
 7.943282e-03  8.511380e-03  6.412923e-10 -7.002026e-10  1.238734e-09
 8.511380e-03  9.120108e-03  9.819155e-10 -9.519815e-10  1.510060e-09
 9.120108e-03  9.772372e-03  6.913391e-10  5.896740e-10  1.694134e-09
 9.772372e-03  1.047129e-02  1.231959e-09 -5.556897e-09  2.315980e-09
 1.047129e-02  1.122018e-02  1.266847e-09  7.788394e-10  8.873540e-09
 1.122018e-02  1.202264e-02  1.266126e-09  5.631139e-11  3.461815e-09
 1.202264e-02  1.288250e-02  1.827354e-09  1.108056e-09  7.327228e-09
 1.288250e-02  1.380384e-02  2.066150e-09 -1.993424e-09  3.036176e-09
 1.380384e-02  1.479108e-02  2.161491e-09  1.010293e-09  8.266449e-09
 1.479108e-02  1.584893e-02  2.313306e-09 -1.996058e-09  3.701250e-09
 1.584893e-02  1.698244e-02  3.270826e-09  1.520478e-09  4.616949e-09
