7.943282e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.235937e-01	9.075366e-06	-1.578282e-06	9.142946e-07	-1.291236e-07
1.318257e-01	2.037781e-03	-3.816913e-04	3.130317e-04	-4.585815e-05
5.370318e-02	3.173056e-02	-3.779771e-03	5.175086e-03	-4.927637e-04
2.187762e-02	2.237916e-01	-1.666505e-02	3.685887e-02	-2.253263e-03
8.912509e-03	1.048289e+00	-5.527002e-02	1.714242e-01	-7.604513e-03
3.630781e-03	3.993023e+00	-1.689107e-01	6.462321e-01	-2.354354e-02
1.479108e-03	1.373637e+01	-5.152918e-01	2.207360e+00	-7.256264e-02
6.025596e-04	4.441948e+01	-1.587605e+00	7.106799e+00	-2.252069e-01
2.454709e-04	1.365273e+02	-4.879520e+00	2.176693e+01	-6.948794e-01
1.000000e-04	3.987079e+02	-1.476536e+01	6.334054e+01	-2.105443e+00
