1.000000e-01	1.000000e-01	3.347209e-02	4.032495e-02	1.940508e-02	3.779044e-03	6.827441e-03	2.841845e-03	-7.485251e-05	1.583943e-05	-5.626043e-05
1.000000e-01	1.584893e-01	5.295477e-02	3.407732e-02	1.452099e-02	6.633259e-03	6.415005e-03	2.201401e-03	-9.503323e-05	3.938725e-05	-4.141023e-05
1.000000e-01	2.511886e-01	7.080584e-02	2.638664e-02	9.308111e-03	9.299445e-03	5.657403e-03	1.499791e-03	-1.122490e-04	5.430699e-05	-2.935656e-05
1.000000e-01	3.981072e-01	8.713545e-02	1.819749e-02	3.768663e-03	1.177300e-02	4.735327e-03	7.440165e-04	-1.226339e-04	6.102117e-05	-1.584934e-05
1.000000e-01	6.309573e-01	1.020436e-01	1.020153e-02	-1.953027e-03	1.405683e-02	3.782364e-03	-5.132307e-05	-1.287935e-04	5.893969e-05	-2.565425e-06
1.000000e-01	1.000000e+00	1.153838e-01	2.442320e-03	-7.904518e-03	1.612253e-02	2.804666e-03	-8.868756e-04	-1.311983e-04	4.794972e-05	1.060192e-05
1.000000e-01	1.584893e+00	1.271132e-01	-4.748962e-03	-1.407721e-02	1.795620e-02	1.848054e-03	-1.757558e-03	-1.307695e-04	2.886117e-05	2.338361e-05
1.000000e-01	2.511886e+00	1.373847e-01	-1.118791e-02	-2.038889e-02	1.957897e-02	9.591019e-04	-2.667539e-03	-1.276601e-04	1.253795e-06	3.583793e-05
1.000000e-01	3.981072e+00	1.468119e-01	-1.675402e-02	-2.679775e-02	2.107799e-02	1.889330e-04	-3.593427e-03	-1.225922e-04	-3.301414e-05	4.802810e-05
1.000000e-01	6.309573e+00	1.554783e-01	-2.150363e-02	-3.332586e-02	2.246405e-02	-5.044162e-04	-4.539633e-03	-1.157395e-04	-7.391299e-05	5.996166e-05
1.000000e-01	1.000000e+01	1.634814e-01	-2.534669e-02	-3.996517e-02	2.375073e-02	-1.065841e-03	-5.505178e-03	-1.077273e-04	-1.152173e-04	7.174786e-05

1.584893e-01	1.000000e-01	3.029101e-02	3.559668e-02	1.589195e-02	3.419896e-03	5.878772e-03	2.327353e-03	-6.773878e-05	7.192741e-06	-4.607496e-05
1.584893e-01	1.584893e-01	4.792212e-02	3.198219e-02	1.189209e-02	6.002855e-03	5.765281e-03	1.802857e-03	-8.600158e-05	2.489890e-05	-3.391326e-05
1.584893e-01	2.511886e-01	6.407668e-02	2.711611e-02	7.622957e-03	8.415656e-03	5.351933e-03	1.228266e-03	-1.015813e-04	3.585891e-05	-2.404181e-05
1.584893e-01	3.981072e-01	7.885438e-02	2.185030e-02	3.086378e-03	1.065413e-02	4.807659e-03	6.093186e-04	-1.109792e-04	4.058987e-05	-1.297995e-05
1.584893e-01	6.309573e-01	9.234575e-02	1.618961e-02	-1.599448e-03	1.272092e-02	4.160291e-03	-4.203146e-05	-1.165534e-04	3.854724e-05	-2.100977e-06
1.584893e-01	1.000000e+00	1.044181e-01	1.090087e-02	-6.473473e-03	1.459030e-02	3.545304e-03	-7.263144e-04	-1.187297e-04	2.931812e-05	8.682529e-06
1.584893e-01	1.584893e+00	1.150328e-01	5.926279e-03	-1.152865e-02	1.624970e-02	2.909588e-03	-1.439367e-03	-1.183416e-04	1.367647e-05	1.915021e-05
1.584893e-01	2.511886e+00	1.243281e-01	1.451958e-03	-1.669766e-02	1.771825e-02	2.312657e-03	-2.184604e-03	-1.155277e-04	-6.113785e-06	2.934978e-05
1.584893e-01	3.981072e+00	1.328594e-01	-2.396976e-03	-2.194624e-02	1.907481e-02	1.783102e-03	-2.942868e-03	-1.109414e-04	-3.631630e-05	3.933302e-05
1.584893e-01	6.309573e+00	1.407022e-01	-5.591767e-03	-2.729250e-02	2.032914e-02	1.333625e-03	-3.717771e-03	-1.047400e-04	-6.548104e-05	4.910611e-05
1.584893e-01	1.000000e+01	1.479447e-01	-8.121093e-03	-3.272982e-02	2.149354e-02	9.637581e-04	-4.508512e-03	-9.748923e-05	-1.025834e-04	5.875853e-05

2.511886e-01	1.000000e-01	2.771893e-02	3.196886e-02	1.330769e-02	3.129504e-03	5.168543e-03	1.948891e-03	-6.198691e-05	1.200125e-06	-3.858249e-05
2.511886e-01	1.584893e-01	4.385294e-02	3.015377e-02	9.958261e-03	5.493138e-03	5.256565e-03	1.509685e-03	-7.869898e-05	1.470094e-05	-2.839846e-05
2.511886e-01	2.511886e-01	5.863577e-02	2.726082e-02	6.383351e-03	7.701062e-03	5.083926e-03	1.028532e-03	-9.295574e-05	2.268523e-05	-2.013225e-05
2.511886e-01	3.981072e-01	7.215866e-02	2.388474e-02	2.584488e-03	9.749461e-03	4.785328e-03	5.102344e-04	-1.015557e-04	2.616595e-05	-1.086922e-05
2.511886e-01	6.309573e-01	8.450444e-02	2.018207e-02	-1.339354e-03	1.164075e-02	4.417664e-03	-3.519653e-05	-1.066565e-04	2.405599e-05	-1.759327e-06
2.511886e-01	1.000000e+00	9.555166e-02	1.658738e-02	-5.420790e-03	1.335140e-02	4.008821e-03	-6.082049e-04	-1.086480e-04	1.602750e-05	7.270621e-06
2.511886e-01	1.584893e+00	1.052651e-01	1.318618e-02	-9.653919e-03	1.486990e-02	3.608321e-03	-1.205305e-03	-1.082929e-04	3.048325e-06	1.603610e-05
2.511886e-01	2.511886e+00	1.137711e-01	1.010639e-02	-1.398237e-02	1.621375e-02	3.216217e-03	-1.829355e-03	-1.057179e-04	-1.329466e-05	2.457707e-05
2.511886e-01	3.981072e+00	1.215780e-01	7.482838e-03	-1.837746e-02	1.745512e-02	2.855459e-03	-2.464314e-03	-1.015211e-04	-3.825187e-05	3.293689e-05
2.511886e-01	6.309573e+00	1.287548e-01	5.375196e-03	-2.285434e-02	1.860294e-02	2.569066e-03	-3.113206e-03	-9.584626e-05	-6.231154e-05	4.112073e-05
2.511886e-01	1.000000e+01	1.353823e-01	3.779524e-03	-2.740746e-02	1.966847e-02	2.342374e-03	-3.775362e-03	-8.921118e-05	-9.274660e-05	4.920352e-05

3.981072e-01	1.000000e-01	2.558685e-02	2.908507e-02	1.133922e-02	2.888789e-03	4.613461e-03	1.660612e-03	-5.721901e-05	-3.052695e-06	-3.287539e-05
3.981072e-01	1.584893e-01	4.047986e-02	2.874743e-02	8.485242e-03	5.070618e-03	4.843904e-03	1.286374e-03	-7.264562e-05	7.158630e-06	-2.419778e-05
3.981072e-01	2.511886e-01	5.412564e-02	2.711500e-02	5.439130e-03	7.108713e-03	4.844885e-03	8.763923e-04	-8.580579e-05	1.319545e-05	-1.715430e-05
3.981072e-01	3.981072e-01	6.660837e-02	2.503081e-02	2.202192e-03	8.999554e-03	4.723555e-03	4.347609e-04	-9.374425e-05	1.556755e-05	-9.261453e-06
3.981072e-01	6.309573e-01	7.800454e-02	2.280652e-02	-1.141238e-03	1.074537e-02	4.534571e-03	-2.999028e-05	-9.845275e-05	1.345778e-05	-1.499088e-06
3.981072e-01	1.000000e+00	8.820204e-02	2.048560e-02	-4.618950e-03	1.232444e-02	4.301412e-03	-5.182396e-04	-1.002911e-04	6.594219e-06	6.195156e-06
