-3.465000e+00	 0.000000e+00
-3.395000e+00	 0.000000e+00
-3.325000e+00	 0.000000e+00
-3.255000e+00	 0.000000e+00
-3.185000e+00	 0.000000e+00
-3.115000e+00	 0.000000e+00
-3.045000e+00	 0.000000e+00
-2.975000e+00	 1.035198e-05
-2.905000e+00	 1.008949e-04
-2.835000e+00	 3.065383e-04
-2.765000e+00	 6.115785e-04
-2.695000e+00	 9.870635e-04
-2.625000e+00	 1.404136e-03
-2.555000e+00	 1.837494e-03
-2.485000e+00	 2.266048e-03
-2.415000e+00	 2.672786e-03
-2.345000e+00	 3.044463e-03
-2.275000e+00	 3.370851e-03
-2.205000e+00	 3.643753e-03
-2.135000e+00	 3.857732e-03
-2.065000e+00	 4.008749e-03
-1.995000e+00	 4.099477e-03
-1.925000e+00	 4.130503e-03
-1.855000e+00	 4.105502e-03
-1.785000e+00	 4.029645e-03
-1.715000e+00	 3.910607e-03
-1.645000e+00	 3.752038e-03
-1.575000e+00	 3.562843e-03
-1.505000e+00	 3.350179e-03
-1.435000e+00	 3.121087e-03
-1.365000e+00	 2.881934e-03
-1.295000e+00	 2.638637e-03
-1.225000e+00	 2.396675e-03
-1.155000e+00	 2.160231e-03
-1.085000e+00	 1.932909e-03
-1.015000e+00	 1.717471e-03
-9.450000e-01	 1.515886e-03
-8.750000e-01	 1.329579e-03
-8.050000e-01	 1.159195e-03
-7.350000e-01	 1.004932e-03
-6.650000e-01	 8.665536e-04
-5.950000e-01	 7.434902e-04
-5.250000e-01	 6.349188e-04
-4.550000e-01	 5.398481e-04
-3.850000e-01	 4.571964e-04
-3.150000e-01	 3.857390e-04
-2.450000e-01	 3.244644e-04
-1.750000e-01	 2.720912e-04
-1.050000e-01	 2.275918e-04
-3.500000e-02	 1.899508e-04
 3.500000e-02	 1.582397e-04
 1.050000e-01	 1.316194e-04
 1.750000e-01	 1.093433e-04
 2.450000e-01	 9.075033e-05
 3.150000e-01	 7.526554e-05
 3.850000e-01	 6.239070e-05
 4.550000e-01	 5.169791e-05
 5.250000e-01	 4.282415e-05
 5.950000e-01	 3.546311e-05
 6.650000e-01	 2.935877e-05
 7.350000e-01	 2.429037e-05
 8.050000e-01	 2.008087e-05
 8.750000e-01	 1.658590e-05
 9.450000e-01	 1.368032e-05
 1.015000e+00	 1.126330e-05
 1.085000e+00	 9.251778e-06
 1.155000e+00	 7.577402e-06
 1.225000e+00	 6.183899e-06
 1.295000e+00	 5.024995e-06
 1.365000e+00	 4.062397e-06
 1.435000e+00	 3.264468e-06
 1.505000e+00	 2.604890e-06
 1.575000e+00	 2.061720e-06
 1.645000e+00	 1.616559e-06
 1.715000e+00	 1.253913e-06
 1.785000e+00	 9.606347e-07
 1.855000e+00	 7.255469e-07
 1.925000e+00	 5.390927e-07
 1.995000e+00	 3.931293e-07
 2.065000e+00	 2.804165e-07
 2.135000e+00	 1.949648e-07
 2.205000e+00	 1.315265e-07
 2.275000e+00	 8.560243e-08
 2.345000e+00	 5.335379e-08
 2.415000e+00	 3.153588e-08
 2.485000e+00	 1.744283e-08
 2.555000e+00	 8.859843e-09
 2.625000e+00	 4.019443e-09
 2.695000e+00	 1.559170e-09
 2.765000e+00	 4.802330e-10
 2.835000e+00	 1.020393e-10
 2.905000e+00	 1.094960e-11
 2.975000e+00	 3.428812e-13
 3.045000e+00	 0.000000e+00
 3.115000e+00	 0.000000e+00
 3.185000e+00	 0.000000e+00
 3.255000e+00	 0.000000e+00
 3.325000e+00	 0.000000e+00
 3.395000e+00	 0.000000e+00
