 0.000000e+00  5.555556e-01  0.000000e+00
 5.555556e-01  1.111111e+00  0.000000e+00
 1.111111e+00  1.666667e+00  0.000000e+00
 1.666667e+00  2.222222e+00  0.000000e+00
 2.222222e+00  2.777778e+00  0.000000e+00
 2.777778e+00  3.333333e+00  4.413709e-04
 3.333333e+00  3.888889e+00  9.586376e-04
 3.888889e+00  4.444444e+00  1.496025e-04
 4.444444e+00  5.000000e+00  4.454895e-05
 5.000000e+00  5.555556e+00  1.853276e-05
 5.555556e+00  6.111111e+00  8.909679e-06
 6.111111e+00  6.666667e+00  4.639648e-06
 6.666667e+00  7.222222e+00  2.477280e-06
 7.222222e+00  7.777778e+00  1.314340e-06
 7.777778e+00  8.333333e+00  7.025789e-07
 8.333333e+00  8.888889e+00  3.611002e-07
 8.888889e+00  9.444444e+00  2.081934e-07
 9.444444e+00  1.000000e+01  1.175456e-07
 1.000000e+01  1.055556e+01  6.283204e-08
 1.055556e+01  1.111111e+01  3.925615e-08
 1.111111e+01  1.166667e+01  1.923450e-08
 1.166667e+01  1.222222e+01  1.181519e-08
 1.222222e+01  1.277778e+01  5.842889e-09
 1.277778e+01  1.333333e+01  3.565465e-09
 1.333333e+01  1.388889e+01  1.706368e-09
 1.388889e+01  1.444444e+01  1.171520e-09
 1.444444e+01  1.500000e+01  7.684052e-10
 1.500000e+01  1.555556e+01  4.380367e-10
 1.555556e+01  1.611111e+01  1.619940e-10
 1.611111e+01  1.666667e+01  1.118398e-10
 1.666667e+01  1.722222e+01  3.415578e-11
 1.722222e+01  1.777778e+01  3.050540e-11
 1.777778e+01  1.833333e+01  2.734440e-11
 1.833333e+01  1.888889e+01  1.803762e-11
 1.888889e+01  1.944444e+01  4.540233e-12
 1.944444e+01  2.000000e+01  2.214764e-12
