-3.6965000e-03 -1.7980000e-03 6.3451002e-05 5.5760052e-05 -8.8870000e-04 -3.6965000e-03 3.8613973e-04
-3.7073000e-03 -1.7992000e-03 8.2941000e-05 7.7572100e-05 -8.9574000e-04 -3.7073000e-03 4.4953000e-07
-3.7183000e-03 -1.8020000e-03 9.8880501e-05 9.5995712e-05 -9.0429500e-04 -3.7183000e-03 -3.5877027e-04
-3.7272877e-03 -1.8042878e-03 1.1190403e-04 1.1104891e-04 -9.1128495e-04 -3.7272877e-03 -6.5227449e-04
-3.7418921e-03 -1.8093359e-03 1.2943627e-04 1.3190745e-04 -9.2364803e-04 -3.7418921e-03 -1.0871608e-03
-3.7534669e-03 -1.8140637e-03 1.4137988e-04 1.4649316e-04 -9.3398596e-04 -3.7534669e-03 -1.4064267e-03
-3.7783000e-03 -1.8255000e-03 1.6355000e-04 1.7433700e-04 -9.5712000e-04 -3.7783000e-03 -2.0449000e-03
-3.8062709e-03 -1.8420688e-03 1.7832517e-04 1.9547496e-04 -9.8549291e-04 -3.8062709e-03 -2.5727907e-03
-3.8339500e-03 -1.8603000e-03 1.8745500e-04 2.1086701e-04 -1.0147150e-03 -3.8339500e-03 -2.9922502e-03
-3.8590973e-03 -1.8768635e-03 1.9574971e-04 2.2485112e-04 -1.0412641e-03 -3.8590973e-03 -3.3733410e-03
-3.8919660e-03 -1.9005798e-03 2.0070199e-04 2.3714592e-04 -1.0772284e-03 -3.8919660e-03 -3.7449743e-03
-3.9223660e-03 -1.9227798e-03 2.0452699e-04 2.4774992e-04 -1.1106534e-03 -3.9223660e-03 -4.0724742e-03
-3.9538500e-03 -1.9471500e-03 2.0404500e-04 2.5416100e-04 -1.1459400e-03 -3.9538500e-03 -4.2985000e-03
-3.9838000e-03 -1.9704000e-03 2.0337000e-04 2.6003700e-04 -1.1795400e-03 -3.9838000e-03 -4.5080000e-03
-4.0243180e-03 -2.0033073e-03 1.9814397e-04 2.6353358e-04 -1.2257190e-03 -4.0243180e-03 -4.6652882e-03
-4.0647637e-03 -2.0369680e-03 1.9055082e-04 2.6467656e-04 -1.2722543e-03 -4.0647637e-03 -4.7402727e-03
-4.1070827e-03 -2.0727092e-03 1.8107999e-04 2.6436513e-04 -1.3212267e-03 -4.1070827e-03 -4.7660599e-03
-4.1467000e-03 -2.1069500e-03 1.6970000e-04 2.6158300e-04 -1.3674300e-03 -4.1467000e-03 -4.6927000e-03
-4.1897084e-03 -2.1444185e-03 1.5644515e-04 2.5765466e-04 -1.4177296e-03 -4.1897084e-03 -4.5764800e-03
-4.2322482e-03 -2.1821229e-03 1.4147357e-04 2.5186434e-04 -1.4677981e-03 -4.2322482e-03 -4.3829389e-03
-4.2765328e-03 -2.2217217e-03 1.2472263e-04 2.4462551e-04 -1.5200439e-03 -4.2765328e-03 -4.1265950e-03
-4.3173000e-03 -2.2584000e-03 1.0855000e-04 2.3718000e-04 -1.5682200e-03 -4.3173000e-03 -3.8552000e-03
-4.3618000e-03 -2.2989500e-03 8.9018489e-05 2.2710849e-04 -1.6209200e-03 -4.3618000e-03 -3.4597498e-03
-4.4053595e-03 -2.3386430e-03 6.9899801e-05 2.1724986e-04 -1.6725062e-03 -4.4053595e-03 -3.0726579e-03
-4.4508292e-03 -2.3806389e-03 4.8149400e-05 2.0509102e-04 -1.7265389e-03 -4.4508292e-03 -2.5638521e-03
-4.4924863e-03 -2.4191244e-03 2.8188075e-05 1.9391556e-04 -1.7760446e-03 -4.4924863e-03 -2.0956831e-03
-4.5376932e-03 -2.4613003e-03 5.0144459e-06 1.8023938e-04 -1.8298734e-03 -4.5376932e-03 -1.4900236e-03
-4.5819551e-03 -2.5026114e-03 -1.7736682e-05 1.6678568e-04 -1.8825814e-03 -4.5819551e-03 -8.9302901e-04
-4.6279500e-03 -2.5459000e-03 -4.2558999e-05 1.5157100e-04 -1.9374400e-03 -4.6279500e-03 -1.8630003e-04
-4.6701000e-03 -2.5856000e-03 -6.5405000e-05 1.3752500e-04 -1.9877200e-03 -4.6701000e-03 4.6857000e-04
-4.5281000e-03 -2.2055000e-03 2.0201500e-04 1.7032300e-04 -1.3463350e-03 -4.5281000e-03 4.3091974e-04
-4.5422000e-03 -2.2128000e-03 2.3148000e-04 2.0782000e-04 -1.3744500e-03 -4.5422000e-03 -3.0444000e-08
-4.5576500e-03 -2.2229000e-03 2.5475000e-04 2.3946170e-04 -1.4042050e-03 -4.5576500e-03 -3.6887026e-04
-4.5702736e-03 -2.2311523e-03 2.7376300e-04 2.6531488e-04 -1.4285166e-03 -4.5702736e-03 -6.7023461e-04
-4.5915819e-03 -2.2464722e-03 2.9860735e-04 3.0119389e-04 -1.4681752e-03 -4.5915819e-03 -1.0843235e-03
-4.6088052e-03 -2.2596022e-03 3.1512853e-04 3.2638798e-04 -1.4996257e-03 -4.6088052e-03 -1.3683801e-03
-4.6463000e-03 -2.2895000e-03 3.4501000e-04 3.7473200e-04 -1.5671000e-03 -4.6463000e-03 -1.8978000e-03
-4.6878950e-03 -2.3255881e-03 3.6456492e-04 4.1425485e-04 -1.6395366e-03 -4.6878950e-03 -2.2592631e-03
-4.7292000e-03 -2.3630000e-03 3.7576001e-04 4.4479301e-04 -1.7098500e-03 -4.7292000e-03 -2.4618001e-03
-4.7667268e-03 -2.3969898e-03 3.8593105e-04 4.7253780e-04 -1.7737318e-03 -4.7667268e-03 -2.6458106e-03
-4.8158091e-03 -2.4430403e-03 3.9070247e-04 4.9966509e-04 -1.8554193e-03 -4.8158091e-03 -2.6959899e-03
-4.8612091e-03 -2.4858403e-03 3.9402247e-04 5.2358309e-04 -1.9307393e-03 -4.8612091e-03 -2.7179899e-03
