 1.000000e-003	 1.893705e-007	 2.764234e-010	-1.890939e-007	 1.893705e-007	 2.764234e-010	 0.000000e+000	-1.890939e-007	 0.000000e+000	 0.000000e+000	 1.000000e-03	 1.893711e-07	 6.665168e-12	 2.764221e-10	 1.098425e-14	-1.890944e-07	 6.654060e-12	 1.893711e-07	 6.665168e-12	 2.764221e-10	 1.098425e-14	 0.000000e+00	 0.000000e+00	-1.890944e-07	 6.654060e-12	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.000000e-03	 1.893404e-07	 5.955194e-11	 2.763370e-10	 9.746482e-14	-1.890635e-07	 5.946851e-11	 1.893404e-07	 5.955194e-11	 2.763370e-10	 9.746482e-14	 0.000000e+00	 0.000000e+00	-1.890635e-07	 5.946851e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 1.148154e-003	 2.585531e-007	 4.063406e-010	-2.581463e-007	 2.585531e-007	 4.063406e-010	 0.000000e+000	-2.581463e-007	 0.000000e+000	 0.000000e+000	 1.148154e-03	 2.585539e-07	 9.000893e-12	 4.063386e-10	 1.607148e-14	-2.581471e-07	 8.984718e-12	 2.585539e-07	 9.000893e-12	 4.063386e-10	 1.607148e-14	 0.000000e+00	 0.000000e+00	-2.581471e-07	 8.984718e-12	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.148154e-03	 2.584795e-07	 8.177430e-11	 4.065886e-10	 1.443211e-13	-2.580884e-07	 8.291301e-11	 2.584656e-07	 8.120574e-11	 4.065886e-10	 1.443211e-13	 0.000000e+00	 0.000000e+00	-2.580538e-07	 8.298352e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 1.318257e-003	 3.513247e-007	 5.955359e-010	-3.507285e-007	 3.513247e-007	 5.955359e-010	 0.000000e+000	-3.507285e-007	 0.000000e+000	 0.000000e+000	 1.318257e-03	 3.513258e-07	 1.208577e-11	 5.955330e-10	 2.344813e-14	-3.507296e-07	 1.206167e-11	 3.513258e-07	 1.208577e-11	 5.955330e-10	 2.344813e-14	 0.000000e+00	 0.000000e+00	-3.507296e-07	 1.206167e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.318257e-03	 3.512477e-07	 1.156032e-10	 5.954676e-10	 2.182606e-13	-3.508352e-07	 1.126244e-10	 3.514997e-07	 1.132071e-10	 5.954723e-10	 2.206003e-13	 0.000000e+00	 0.000000e+00	-3.508352e-07	 1.126244e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 1.513561e-003	 4.752078e-007	 8.703379e-010	-4.743364e-007	 4.752078e-007	 8.703379e-010	 0.000000e+000	-4.743364e-007	 0.000000e+000	 0.000000e+000	 1.513561e-03	 4.752093e-07	 1.615657e-11	 8.703336e-10	 3.411883e-14	-4.743379e-07	 1.612184e-11	 4.752093e-07	 1.615657e-11	 8.703336e-10	 3.411883e-14	 0.000000e+00	 0.000000e+00	-4.743379e-07	 1.612184e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.513561e-03	 4.751729e-07	 1.596907e-10	 8.702451e-10	 3.381900e-13	-4.745969e-07	 1.588746e-10	 4.751210e-07	 1.594641e-10	 8.710676e-10	 3.350166e-13	 0.000000e+00	 0.000000e+00	-4.744291e-07	 1.595360e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 1.737801e-003	 6.399806e-007	 1.268498e-009	-6.387103e-007	 6.399806e-007	 1.268498e-009	 0.000000e+000	-6.387103e-007	 0.000000e+000	 0.000000e+000	 1.737801e-03	 6.399826e-07	 2.151280e-11	 1.268491e-09	 4.951936e-14	-6.387123e-07	 2.146247e-11	 6.399826e-07	 2.151280e-11	 1.268491e-09	 4.951936e-14	 0.000000e+00	 0.000000e+00	-6.387123e-07	 2.146247e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.737801e-03	 6.401799e-07	 2.147337e-10	 1.268705e-09	 4.929294e-13	-6.388305e-07	 2.194919e-10	 6.401192e-07	 2.199423e-10	 1.268477e-09	 4.927120e-13	 0.000000e+00	 0.000000e+00	-6.388427e-07	 2.176127e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 1.995262e-003	 8.583182e-007	 1.844045e-009	-8.564710e-007	 8.583182e-007	 1.844045e-009	 0.000000e+000	-8.564710e-007	 0.000000e+000	 0.000000e+000	 1.995262e-03	 8.583209e-07	 2.853381e-11	 1.844036e-09	 7.169906e-14	-8.564737e-07	 2.846096e-11	 8.583209e-07	 2.853381e-11	 1.844036e-09	 7.169906e-14	 0.000000e+00	 0.000000e+00	-8.564737e-07	 2.846096e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.995262e-03	 8.586617e-07	 2.987416e-10	 1.843817e-09	 7.349809e-13	-8.565874e-07	 3.133344e-10	 8.583996e-07	 3.004489e-10	 1.844803e-09	 7.347497e-13	 0.000000e+00	 0.000000e+00	-8.564016e-07	 2.945531e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 2.290868e-003	 1.146607e-006	 2.674179e-009	-1.143928e-006	 1.146607e-006	 2.674179e-009	 0.000000e+000	-1.143928e-006	 0.000000e+000	 0.000000e+000	 2.290868e-03	 1.146611e-06	 3.770404e-11	 2.674165e-09	 1.035760e-13	-1.143931e-06	 3.759888e-11	 1.146611e-06	 3.770404e-11	 2.674165e-09	 1.035760e-13	 0.000000e+00	 0.000000e+00	-1.143931e-06	 3.759888e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 2.290868e-03	 1.146492e-06	 4.176634e-10	 2.673781e-09	 1.118157e-12	-1.143684e-06	 4.073454e-10	 1.146763e-06	 4.265315e-10	 2.673159e-09	 1.137822e-12	 0.000000e+00	 0.000000e+00	-1.143835e-06	 3.982677e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 2.630268e-003	 1.525980e-006	 3.869016e-009	-1.522102e-006	 1.525980e-006	 3.869016e-009	 0.000000e+000	-1.522102e-006	 0.000000e+000	 0.000000e+000	 2.630268e-03	 1.525985e-06	 4.964503e-11	 3.868996e-09	 1.493014e-13	-1.522107e-06	 4.949349e-11	 1.525985e-06	 4.964503e-11	 3.868996e-09	 1.493014e-13	 0.000000e+00	 0.000000e+00	-1.522107e-06	 4.949349e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 2.630268e-03	 1.525847e-06	 5.427447e-10	 3.867978e-09	 1.658371e-12	-1.521628e-06	 5.503863e-10	 1.525761e-06	 5.510785e-10	 3.868665e-09	 1.619367e-12	 0.000000e+00	 0.000000e+00	-1.521885e-06	 5.520558e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 3.019952e-003	 2.023622e-006	 5.585391e-009	-2.018021e-006	 2.023622e-006	 5.585391e-009	 0.000000e+000	-2.018021e-006	 0.000000e+000	 0.000000e+000	 3.019952e-03	 2.023628e-06	 6.514894e-11	 5.585364e-09	 2.148306e-13	-2.018028e-06	 6.493112e-11	 2.023628e-06	 6.514894e-11	 5.585364e-09	 2.148306e-13	 0.000000e+00	 0.000000e+00	-2.018028e-06	 6.493112e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 3.019952e-03	 2.023662e-06	 7.449189e-10	 5.580463e-09	 2.391479e-12	-2.018032e-06	 7.403399e-10	 2.022964e-06	 7.458861e-10	 5.585748e-09	 2.449310e-12	 0.000000e+00	 0.000000e+00	-2.018028e-06	 8.576390e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
 3.467369e-003	 2.674426e-006	 8.046327e-009	-2.666355e-006	 2.674426e-006	 8.046327e-009	 0.000000e+000	-2.666355e-006	 0.000000e+000	 0.000000e+000	 3.467369e-03	 2.674435e-06	 8.522360e-11	 8.046291e-09	 3.085509e-13	-2.666364e-06	 8.491113e-11	 2.674435e-06	 8.522360e-11	 8.046291e-09	 3.085509e-13	 0.000000e+00	 0.000000e+00	-2.666364e-06	 8.491113e-11	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 3.467369e-03	 2.674382e-06	 9.964854e-10	 8.041531e-09	 3.631649e-12	-2.665855e-06	 9.746933e-10	 2.674600e-06	 9.869735e-10	 8.042857e-09	 3.587174e-12	 0.000000e+00	 0.000000e+00	-2.667261e-06	 9.899408e-10	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
