 1.000000e-03	 1.572150e-01	 3.638264e-06	 4.734928e-05	 8.536694e-10	 1.567409e-01	 3.663281e-06	 3.027260e+00	 6.920573e-05	 2.867339e+00	 6.557161e-05	 1.599204e-01	 3.665673e-06	-6.302255e-08	 3.350721e-07	 6.239292e-08	 3.357388e-07	 5.225362e-10	 7.692288e-10	 1.000000e-03	 1.568843e-01	 2.949494e-04	 4.729197e-05	 6.370172e-08	 1.567923e-01	 2.271414e-04	 3.020452e+00	 5.630035e-03	 2.860831e+00	 5.331306e-03	 1.599821e-01	 2.296868e-04	 1.133856e-05	 1.231786e-05	-1.146331e-05	 1.235002e-05	-3.635572e-10	 4.023217e-08
 1.148154e-03	 1.632780e-01	 3.820407e-06	 5.661664e-05	 1.020307e-09	 1.627112e-01	 3.843532e-06	 3.144392e+00	 7.272430e-05	 2.978274e+00	 6.890102e-05	 1.661178e-01	 3.846191e-06	 1.411177e-07	 3.773309e-07	-1.462510e-07	 3.767552e-07	 5.926096e-10	 8.571140e-10	 1.148154e-03	 1.633495e-01	 2.406225e-04	 5.661440e-05	 7.662068e-08	 1.629865e-01	 3.383582e-04	 3.146243e+00	 4.606378e-03	 2.982130e+00	 5.162886e-03	 1.662582e-01	 2.425067e-04	 4.581614e-06	 1.516977e-05	-1.673434e-05	 1.383875e-05	-1.092354e-08	 4.622576e-08
 1.318257e-03	 1.694043e-01	 4.011758e-06	 6.763779e-05	 1.218409e-09	 1.687272e-01	 4.031416e-06	 3.262720e+00	 7.644150e-05	 3.090343e+00	 7.241072e-05	 1.723770e-01	 4.034987e-06	 1.780784e-07	 4.232565e-07	-1.799545e-07	 4.240236e-07	 7.014240e-10	 9.848489e-10	 1.318257e-03	 1.690602e-01	 2.542250e-04	 6.777509e-05	 9.492787e-08	 1.684898e-01	 3.350604e-04	 3.264336e+00	 4.843845e-03	 3.099984e+00	 8.690052e-03	 1.724569e-01	 3.033467e-04	-1.108346e-05	 1.922838e-05	-7.693865e-06	 1.550652e-05	-2.205497e-08	 5.307917e-08
 1.513561e-03	 1.755841e-01	 4.199857e-06	 8.073175e-05	 1.453616e-09	 1.747758e-01	 4.226750e-06	 3.382032e+00	 8.004426e-05	 3.203345e+00	 7.581879e-05	 1.786861e-01	 4.228270e-06	 2.305748e-07	 4.758037e-07	-2.281904e-07	 4.770621e-07	 8.911706e-10	 1.129073e-09	 1.513561e-03	 1.755743e-01	 3.478388e-04	 8.084219e-05	 1.119608e-07	 1.750743e-01	 2.653001e-04	 3.389337e+00	 7.377183e-03	 3.206460e+00	 7.667941e-03	 1.787889e-01	 3.776145e-04	 2.440278e-05	 1.731863e-05	 1.303627e-05	 1.743858e-05	 2.507832e-09	 6.092999e-08
 1.737801e-03	 1.818033e-01	 4.404020e-06	 9.627259e-05	 1.732699e-09	 1.808393e-01	 4.432992e-06	 3.502035e+00	 8.394548e-05	 3.317005e+00	 7.951096e-05	 1.850288e-01	 4.434876e-06	 2.155136e-07	 5.327812e-07	-2.135704e-07	 5.341692e-07	 1.022768e-09	 1.295962e-09	 1.737801e-03	 1.816326e-01	 3.891556e-04	 9.630845e-05	 1.360887e-07	 1.812950e-01	 2.823797e-04	 3.499198e+00	 5.355008e-03	 3.316373e+00	 6.590571e-03	 1.849452e-01	 3.770741e-04	 2.692905e-05	 1.944023e-05	-9.877358e-06	 1.936504e-05	 2.479081e-08	 6.992022e-08
 1.995262e-03	 1.880498e-01	 4.616922e-06	 1.146981e-04	 2.063267e-09	 1.869012e-01	 4.650435e-06	 3.622460e+00	 8.800075e-05	 3.431069e+00	 8.334872e-05	 1.913896e-01	 4.652463e-06	-1.201186e-07	 5.840787e-07	 1.203239e-07	 5.855086e-07	 1.173722e-09	 1.487454e-09	 1.995262e-03	 1.880430e-01	 3.020007e-04	 1.144820e-04	 1.714291e-07	 1.873927e-01	 2.917496e-04	 3.620083e+00	 5.675655e-03	 3.428036e+00	 7.177291e-03	 1.912378e-01	 2.973199e-04	 1.164576e-06	 2.658837e-05	 1.037389e-05	 2.391235e-05	 2.399467e-08	 8.035776e-08
 2.290868e-03	 1.943077e-01	 3.524120e-06	 1.365198e-04	 2.454876e-09	 1.929405e-01	 3.553847e-06	 3.742965e+00	 6.716881e-05	 3.545214e+00	 6.361444e-05	 1.977492e-01	 3.554430e-06	-8.704563e-08	 6.512307e-07	 8.683290e-08	 6.528161e-07	 1.346854e-09	 1.707154e-09	 2.290868e-03	 1.943263e-01	 3.088417e-04	 1.368382e-04	 1.978182e-07	 1.936432e-01	 4.096282e-04	 3.719310e+00	 8.218987e-03	 3.537189e+00	 5.779642e-03	 1.969189e-01	 3.413479e-04	 1.582146e-05	 2.431609e-05	 6.993159e-06	 3.002110e-05	-3.269254e-08	 9.232777e-08
 2.630268e-03	 2.005634e-01	 3.707354e-06	 1.623340e-04	 2.917762e-09	 1.989372e-01	 3.746305e-06	 3.863236e+00	 7.066245e-05	 3.659145e+00	 6.691848e-05	 2.040888e-01	 3.747437e-06	-1.283863e-07	 7.267173e-07	 1.268712e-07	 7.284266e-07	-1.189368e-09	 1.927573e-09	 2.630268e-03	 2.005720e-01	 4.412292e-04	 1.621794e-04	 2.964647e-07	 1.990241e-01	 3.215355e-04	 3.866607e+00	 6.240843e-03	 3.671606e+00	 6.747745e-03	 2.046147e-01	 3.281594e-04	-6.183552e-05	 2.984450e-05	-3.528917e-05	 2.721695e-05	-5.759742e-08	 1.058488e-07
 3.019952e-03	 2.067997e-01	 3.902737e-06	 1.928343e-04	 3.463859e-09	 2.048675e-01	 3.937710e-06	 3.982887e+00	 7.444257e-05	 3.772497e+00	 7.054624e-05	 2.103862e-01	 3.938800e-06	-1.823262e-07	 8.154812e-07	 1.805169e-07	 8.145270e-07	-1.367389e-09	 2.211923e-09	 3.019952e-03	 2.069701e-01	 3.410007e-04	 1.928795e-04	 2.876289e-07	 2.052564e-01	 5.201326e-04	 3.989064e+00	 6.645510e-03	 3.778177e+00	 6.120110e-03	 2.102443e-01	 4.797240e-04	-6.902638e-05	 3.993699e-05	 2.769054e-05	 3.913754e-05	 3.758319e-08	 1.222936e-07
 3.467369e-03	 2.129990e-01	 4.108773e-06	 2.288255e-04	 4.108122e-09	 2.107056e-01	 4.162714e-06	 4.101510e+00	 7.829461e-05	 3.884887e+00	 7.413603e-05	 2.166175e-01	 4.164165e-06	-1.845832e-07	 9.063964e-07	 1.825423e-07	 9.083441e-07	-1.572218e-09	 2.538018e-09	 3.467369e-03	 2.127999e-01	 3.628676e-04	 2.289441e-04	 3.460566e-07	 2.104489e-01	 3.854327e-04	 4.089178e+00	 8.940666e-03	 3.888737e+00	 6.600339e-03	 2.166645e-01	 3.586918e-04	-2.364900e-06	 3.689990e-05	-4.345591e-06	 4.170877e-05	-7.027790e-09	 1.398378e-07
 3.981072e-03	 2.191420e-01	 4.324570e-06	 2.712391e-04	 4.868166e-09	 2.164227e-01	 4.386591e-06	 4.218647e+00	 8.246982e-05	 3.995885e+00	 7.808071e-05	 2.227555e-01	 4.388565e-06	-9.606488e-08	 1.009402e-06	 9.473787e-08	 1.011630e-06	-1.808011e-09	 2.911922e-09	 3.981072e-03	 2.193541e-01	 3.761621e-04	 2.718482e-04	 5.474957e-07	 2.172088e-01	 4.631158e-04	 4.222584e+00	 7.205547e-03	 4.010509e+00	 8.497239e-03	 2.228592e-01	 3.855572e-04	-3.951541e-05	 3.745899e-05	 1.572918e-05	 4.293330e-05	-1.304534e-07	 1.606989e-07
