 0.000000e+00  1.600000e-01 -2.454536e-07
 1.600000e-01  3.200000e-01 -3.294071e-06
 3.200000e-01  4.800000e-01 -1.376159e-05
 4.800000e-01  6.400000e-01 -3.309343e-05
 6.400000e-01  8.000000e-01 -6.592140e-05
 8.000000e-01  9.600000e-01 -1.030209e-04
 9.600000e-01  1.120000e+00 -1.534951e-04
 1.120000e+00  1.280000e+00 -2.012854e-04
 1.280000e+00  1.440000e+00 -2.636029e-04
 1.440000e+00  1.600000e+00 -2.995120e-04
 1.600000e+00  1.760000e+00 -3.449941e-04
 1.760000e+00  1.920000e+00 -3.799550e-04
 1.920000e+00  2.080000e+00 -4.223099e-04
 2.080000e+00  2.240000e+00 -4.392652e-04
 2.240000e+00  2.400000e+00 -4.752937e-04
 2.400000e+00  2.560000e+00 -4.265755e-04
 2.560000e+00  2.720000e+00 -4.469278e-04
 2.720000e+00  2.880000e+00 -5.021106e-04
 2.880000e+00  3.040000e+00 -4.468264e-04
 3.040000e+00  3.200000e+00 -3.726797e-04
 3.200000e+00  3.360000e+00 -4.190190e-04
 3.360000e+00  3.520000e+00 -3.855329e-04
 3.520000e+00  3.680000e+00 -3.459357e-04
 3.680000e+00  3.840000e+00 -2.468185e-04
 3.840000e+00  4.000000e+00 -2.716719e-04
 4.000000e+00  4.160000e+00 -3.226114e-04
 4.160000e+00  4.320000e+00 -2.008346e-04
 4.320000e+00  4.480000e+00 -2.502122e-04
 4.480000e+00  4.640000e+00 -1.808982e-04
 4.640000e+00  4.800000e+00 -1.912957e-04
 4.800000e+00  4.960000e+00 -1.628731e-04
 4.960000e+00  5.120000e+00 -1.198701e-04
 5.120000e+00  5.280000e+00 -1.247499e-04
 5.280000e+00  5.440000e+00 -8.275949e-05
 5.440000e+00  5.600000e+00 -1.431455e-04
 5.600000e+00  5.760000e+00 -4.173005e-05
 5.760000e+00  5.920000e+00 -1.111241e-04
 5.920000e+00  6.080000e+00 -6.718055e-05
 6.080000e+00  6.240000e+00 -4.733086e-05
 6.240000e+00  6.400000e+00 -7.702877e-05
 6.400000e+00  6.560000e+00 -3.266384e-05
 6.560000e+00  6.720000e+00 -2.005571e-05
 6.720000e+00  6.880000e+00 -2.581516e-05
 6.880000e+00  7.040000e+00 -3.682438e-05
 7.040000e+00  7.200000e+00 -2.547076e-05
 7.200000e+00  7.360000e+00 -7.285028e-06
 7.360000e+00  7.520000e+00 -2.912441e-05
 7.520000e+00  7.680000e+00 -2.867094e-05
 7.680000e+00  7.840000e+00 -7.905633e-06
 7.840000e+00  8.000000e+00 -8.172283e-06
