PdfType: central
Format: lhagrid1
---
1.000000e-05 4.000000e-05 6.700000e-05 1.000000e-04 1.400000e-04 2.000000e-04 3.000000e-04 4.500000e-04 6.700000e-04 1.000000e-03 1.400000e-03 2.000000e-03 3.000000e-03 4.500000e-03 6.700000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.500000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.500000e-01 5.000000e-01 5.500000e-01 6.000000e-01 6.500000e-01 7.000000e-01 7.500000e-01 8.000000e-01 8.500000e-01 9.000000e-01 9.500000e-01 1.000000e+00
3e+00 4e+00 5.000000e+00 6.324555e+00 8.000000e+00 1.000000e+01 1.341641e+01 1.788854e+01 2.408319e+01 3.162278e+01 4.242641e+01 5.656854e+01 7.615773e+01 1.000000e+02 1.341641e+02 1.788854e+02 2.408319e+02 3.162278e+02 4.242641e+02 5.656854e+02 7.615773e+02 1.000000e+03 1.341641e+03 1.788854e+03 2.408319e+03 3.162278e+03 4.242641e+03 5.656854e+03 7.615773e+03 1.000000e+04
-3 -2 -1 1 2 3 21
 2.7602938e-01  2.7602938e-01  2.7602938e-01  1.1317068e-02  4.3174413e-03  2.7602938e-01  1.0596017e+01
 4.1432270e-01  4.1432270e-01  4.1432270e-01  1.1536405e-02  4.5256080e-03  4.1432270e-01  1.5558039e+01
 5.4561237e-01  5.4561237e-01  5.4561237e-01  1.1704271e-02  4.6818594e-03  5.4561237e-01  2.0198665e+01
 7.0679961e-01  7.0679961e-01  7.0679961e-01  1.1878843e-02  4.8420475e-03  7.0679961e-01  2.5833821e+01
 8.9117501e-01  8.9117501e-01  8.9117501e-01  1.2051130e-02  4.9981959e-03  8.9117501e-01  3.2220668e+01
 1.0870048e+00  1.0870048e+00  1.0870048e+00  1.2212634e-02  5.1430707e-03  1.0870048e+00  3.8955326e+01
 1.3740712e+00  1.3740712e+00  1.3740712e+00  1.2422310e-02  5.3293053e-03  1.3740712e+00  4.8764357e+01
 1.6846056e+00  1.6846056e+00  1.6846056e+00  1.2624323e-02  5.5070378e-03  1.6846056e+00  5.9318460e+01
 2.0329194e+00  2.0329194e+00  2.0329194e+00  1.2829908e-02  5.6864525e-03  2.0329194e+00  7.1112925e+01
 2.3731426e+00  2.3731426e+00  2.3731426e+00  1.3015469e-02  5.8472959e-03  2.3731426e+00  8.2608153e+01
 2.7593736e+00  2.7593736e+00  2.7593736e+00  1.3212887e-02  6.0174200e-03  2.7593736e+00  9.5645219e+01
 3.1530508e+00  3.1530508e+00  3.1530508e+00  1.3403440e-02  6.1807663e-03  3.1530508e+00  1.0893488e+02
 3.5724066e+00  3.5724066e+00  3.5724066e+00  1.3597733e-02  6.3465477e-03  3.5724066e+00  1.2310695e+02
 3.9644521e+00  3.9644521e+00  3.9644521e+00  1.3773430e-02  6.4958636e-03  3.9644521e+00  1.3638164e+02
 4.3927653e+00  4.3927653e+00  4.3927653e+00  1.3960700e-02  6.6544509e-03  4.3927653e+00  1.5092362e+02
 4.8143422e+00  4.8143422e+00  4.8143422e+00  1.4141788e-02  6.8073047e-03  4.8143422e+00  1.6528723e+02
 5.2495639e+00  5.2495639e+00  5.2495639e+00  1.4326761e-02  6.9629784e-03  5.2495639e+00  1.8017881e+02
 5.6454181e+00  5.6454181e+00  5.6454181e+00  1.4494309e-02  7.1036232e-03  5.6454181e+00  1.9378821e+02
 6.0673241e+00  6.0673241e+00  6.0673241e+00  1.4673174e-02  7.2534186e-03  6.0673241e+00  2.0837120e+02
 6.4730663e+00  6.4730663e+00  6.4730663e+00  1.4846405e-02  7.3981787e-03  6.4730663e+00  2.2248145e+02
 6.8830582e+00  6.8830582e+00  6.8830582e+00  1.5023614e-02  7.5459672e-03  6.8830582e+00  2.3683625e+02
 7.2488206e+00  7.2488206e+00  7.2488206e+00  1.5184351e-02  7.6797795e-03  7.2488206e+00  2.4973466e+02
 7.6317270e+00  7.6317270e+00  7.6317270e+00  1.5356169e-02  7.8225835e-03  7.6317270e+00  2.6334221e+02
 7.9936346e+00  7.9936346e+00  7.9936346e+00  1.5522786e-02  7.9608508e-03  7.9936346e+00  2.7631382e+02
 8.3533446e+00  8.3533446e+00  8.3533446e+00  1.5693436e-02  8.1022626e-03  8.3533446e+00  2.8932639e+02
 8.6693494e+00  8.6693494e+00  8.6693494e+00  1.5848398e-02  8.2305084e-03  8.6693494e+00  3.0086888e+02
 8.9953274e+00  8.9953274e+00  8.9953274e+00  1.6014220e-02  8.3675775e-03  8.9953274e+00  3.1289871e+02
 9.2989208e+00  9.2989208e+00  9.2989208e+00  1.6175190e-02  8.5004840e-03  9.2989208e+00  3.2423000e+02
 9.5963095e+00  9.5963095e+00  9.5963095e+00  1.6340222e-02  8.6365980e-03  9.5963095e+00  3.3546618e+02
 9.8539128e+00  9.8539128e+00  9.8539128e+00  1.6490221e-02  8.7601932e-03  9.8539128e+00  3.4532439e+02
 2.4666474e-01  2.4666474e-01  2.4666474e-01  1.7447091e-02  7.3180588e-03  2.4666474e-01  8.9515625e+00
 3.5275378e-01  3.5275378e-01  3.5275378e-01  1.7999138e-02  7.7150271e-03  3.5275378e-01  1.2592783e+01
 4.4954591e-01  4.4954591e-01  4.4954591e-01  1.8408279e-02  8.0117651e-03  4.4954591e-01  1.5876831e+01
 5.6467053e-01  5.6467053e-01  5.6467053e-01  1.8823298e-02  8.3148918e-03  5.6467053e-01  1.9749488e+01
 6.9258331e-01  6.9258331e-01  6.9258331e-01  1.9223713e-02  8.6093220e-03  6.9258331e-01  2.4020867e+01
 8.2502538e-01  8.2502538e-01  8.2502538e-01  1.9591714e-02  8.8815733e-03  8.2502538e-01  2.8417317e+01
 1.0142089e+00  1.0142089e+00  1.0142089e+00  2.0060018e-02  9.2302575e-03  1.0142089e+00  3.4663145e+01
 1.2136215e+00  1.2136215e+00  1.2136215e+00  2.0502160e-02  9.5616828e-03  1.2136215e+00  4.1215086e+01
 1.4321606e+00  1.4321606e+00  1.4321606e+00  2.0943952e-02  9.8949329e-03  1.4321606e+00  4.8369506e+01
 1.6413444e+00  1.6413444e+00  1.6413444e+00  2.1336293e-02  1.0192581e-02  1.6413444e+00  5.5200395e+01
 1.8745494e+00  1.8745494e+00  1.8745494e+00  2.1747590e-02  1.0506277e-02  1.8745494e+00  6.2803226e+01
 2.1082866e+00  2.1082866e+00  2.1082866e+00  2.2139065e-02  1.0806400e-02  2.1082866e+00  7.0416545e+01
 2.3534907e+00  2.3534907e+00  2.3534907e+00  2.2533055e-02  1.1109933e-02  2.3534907e+00  7.8401885e+01
 2.5796458e+00  2.5796458e+00  2.5796458e+00  2.2885144e-02  1.1382412e-02  2.5796458e+00  8.5770095e+01
 2.8237164e+00  2.8237164e+00  2.8237164e+00  2.3256313e-02  1.1670882e-02  2.8237164e+00  9.3729954e+01
