 1.000000e-04	 6.727880e-01	 1.705213e-01	-3.123291e-04	 6.006328e-01	 1.664526e-01	-3.093050e-04
 2.511886e-04	 4.911168e-01	 1.259851e-01	-3.518131e-04	 4.143095e-01	 1.115224e-01	-2.946984e-04
 6.309573e-04	 3.484579e-01	 9.085197e-02	-3.552739e-04	 3.232522e-01	 9.332111e-02	-3.025510e-04
 1.584893e-03	 2.375266e-01	 6.336293e-02	-2.915236e-04	 2.326480e-01	 6.262334e-02	-2.776238e-04
 3.981072e-03	 1.519595e-01	 4.193344e-02	-1.218946e-04	 1.490270e-01	 4.166300e-02	-1.963068e-04
 1.000000e-02	 8.747358e-02	 2.520085e-02	 1.756727e-04	 9.095654e-02	 2.655238e-02	 4.301532e-05
 2.511886e-02	 4.194395e-02	 1.259830e-02	 5.596382e-04	 4.578923e-02	 1.388212e-02	 2.781763e-04
 6.309573e-02	 1.473480e-02	 4.543537e-03	 8.033851e-04	 1.771817e-02	 5.434020e-03	 5.990180e-04
 1.584893e-01	 2.929480e-03	 8.767595e-04	 5.439309e-04	 3.865094e-03	 1.184695e-03	 5.910079e-04
 3.981072e-01	 1.134807e-04	 2.546464e-05	 3.382202e-05	 1.939775e-04	 4.505427e-05	 5.116734e-05
 1.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00
